film_ref	tfidf_cluster
(filmRef)13051	8
(filmRef)13052	8
(filmRef)13053	8
(filmRef)13054	8
(filmRef)13055	8
(filmRef)13056	8
(filmRef)13057	8
(filmRef)13058	8
(filmRef)13059	8
(filmRef)1306	14
(filmRef)13060	8
(filmRef)13061	8
(filmRef)13062	8
(filmRef)13063	8
(filmRef)13064	8
(filmRef)13065	8
(filmRef)13066	8
(filmRef)13067	8
(filmRef)13068	8
(filmRef)13069	8
(filmRef)1307	14
(filmRef)13070	8
(filmRef)13071	8
(filmRef)13072	8
(filmRef)13073	8
(filmRef)13074	8
(filmRef)13075	8
(filmRef)13076	8
(filmRef)13077	8
(filmRef)13078	8
(filmRef)13079	8
(filmRef)1308	13
(filmRef)13080	8
(filmRef)13081	8
(filmRef)13082	8
(filmRef)13083	8
(filmRef)13084	8
(filmRef)13085	8
(filmRef)13086	8
(filmRef)13087	8
(filmRef)13088	8
(filmRef)13089	8
(filmRef)1309	19
(filmRef)13090	8
(filmRef)13091	8
(filmRef)13092	8
(filmRef)13093	8
(filmRef)13094	8
(filmRef)13095	8
(filmRef)13096	8
(filmRef)13097	8
(filmRef)13098	8
(filmRef)13099	8
(filmRef)1310	13
(filmRef)13100	8
(filmRef)13101	8
(filmRef)13102	4
(filmRef)13103	8
(filmRef)13104	8
(filmRef)13105	8
(filmRef)13106	8
(filmRef)13107	8
(filmRef)13108	8
(filmRef)13109	8
(filmRef)1311	3
(filmRef)13110	8
(filmRef)13111	8
(filmRef)13112	8
(filmRef)13113	8
(filmRef)13114	8
(filmRef)13115	8
(filmRef)13116	8
(filmRef)13117	8
(filmRef)13118	8
(filmRef)13119	8
(filmRef)1312	14
(filmRef)13120	8
(filmRef)13121	8
(filmRef)13122	8
(filmRef)13123	8
(filmRef)13124	8
(filmRef)13125	8
(filmRef)13126	8
(filmRef)13127	8
(filmRef)13128	8
(filmRef)13129	8
(filmRef)1313	14
(filmRef)13130	8
(filmRef)13131	8
(filmRef)13132	8
(filmRef)13133	8
(filmRef)13134	8
(filmRef)13135	8
(filmRef)13136	8
(filmRef)13137	8
(filmRef)13138	8
(filmRef)13139	8
(filmRef)1314	3
(filmRef)13140	8
(filmRef)13141	8
(filmRef)13142	8
(filmRef)13143	8
(filmRef)13144	8
(filmRef)13145	8
(filmRef)13146	8
(filmRef)13147	8
(filmRef)13148	8
(filmRef)13149	8
(filmRef)1315	14
(filmRef)13150	8
(filmRef)13151	8
(filmRef)13152	8
(filmRef)13153	8
(filmRef)13154	8
(filmRef)13155	8
(filmRef)13156	8
(filmRef)13157	8
(filmRef)13158	8
(filmRef)13159	8
(filmRef)1316	19
(filmRef)13160	8
(filmRef)13161	8
(filmRef)13162	8
(filmRef)13163	8
(filmRef)13164	8
(filmRef)13165	8
(filmRef)13166	8
(filmRef)13167	8
(filmRef)13168	8
(filmRef)13169	8
(filmRef)1317	14
(filmRef)13170	8
(filmRef)13171	8
(filmRef)13172	8
(filmRef)13173	8
(filmRef)13174	8
(filmRef)13175	8
(filmRef)13176	8
(filmRef)13177	8
(filmRef)13178	8
(filmRef)13179	8
(filmRef)1318	2
(filmRef)13180	8
(filmRef)13181	8
(filmRef)13182	8
(filmRef)13183	8
(filmRef)13184	8
(filmRef)13185	8
(filmRef)13186	8
(filmRef)13187	8
(filmRef)13188	8
(filmRef)13189	8
(filmRef)1319	14
(filmRef)13190	8
(filmRef)13191	8
(filmRef)13192	8
(filmRef)13193	8
(filmRef)13194	8
(filmRef)13195	8
(filmRef)13196	8
(filmRef)13197	8
(filmRef)13198	8
(filmRef)13199	8
(filmRef)1320	14
(filmRef)13200	8
(filmRef)13201	8
(filmRef)13202	8
(filmRef)13203	8
(filmRef)13204	8
(filmRef)13205	8
(filmRef)13206	8
(filmRef)13207	8
(filmRef)13208	8
(filmRef)13209	8
(filmRef)1321	10
(filmRef)13210	8
(filmRef)13211	8
(filmRef)13212	8
(filmRef)13213	8
(filmRef)13214	8
(filmRef)13215	8
(filmRef)13216	8
(filmRef)13217	8
(filmRef)13218	8
(filmRef)13219	8
(filmRef)1322	10
(filmRef)13220	8
(filmRef)13221	8
(filmRef)13222	8
(filmRef)13223	8
(filmRef)13224	8
(filmRef)13225	8
(filmRef)13226	8
(filmRef)13227	8
(filmRef)13228	8
(filmRef)13229	8
(filmRef)1323	10
(filmRef)13230	8
(filmRef)13231	8
(filmRef)13232	8
(filmRef)13233	8
(filmRef)13234	8
(filmRef)13235	8
(filmRef)13236	8
(filmRef)13238	8
(filmRef)13239	8
(filmRef)1324	10
(filmRef)13240	8
(filmRef)13241	8
(filmRef)13242	8
(filmRef)13243	8
(filmRef)13244	8
(filmRef)13245	8
(filmRef)13246	8
(filmRef)13247	8
(filmRef)13248	8
(filmRef)13249	8
(filmRef)1325	6
(filmRef)13250	8
(filmRef)13251	8
(filmRef)13252	8
(filmRef)13253	8
(filmRef)13254	8
(filmRef)13255	8
(filmRef)13256	8
(filmRef)13257	8
(filmRef)13258	8
(filmRef)13259	8
(filmRef)1326	14
(filmRef)13260	8
(filmRef)13261	8
(filmRef)13262	8
(filmRef)13263	8
(filmRef)13264	8
(filmRef)13265	8
(filmRef)13266	8
(filmRef)13267	8
(filmRef)13268	8
(filmRef)13269	8
(filmRef)1327	10
(filmRef)13270	8
(filmRef)13271	8
(filmRef)13272	8
(filmRef)13273	8
(filmRef)13274	8
(filmRef)13275	8
(filmRef)13276	8
(filmRef)13277	8
(filmRef)13278	8
(filmRef)13279	8
(filmRef)1328	2
(filmRef)13280	8
(filmRef)13281	8
(filmRef)13282	8
(filmRef)13283	8
(filmRef)13284	8
(filmRef)13285	8
(filmRef)13286	8
(filmRef)13287	8
(filmRef)13288	8
(filmRef)13289	8
(filmRef)1329	14
(filmRef)13290	8
(filmRef)13291	8
(filmRef)13292	8
(filmRef)13293	8
(filmRef)13294	8
(filmRef)13295	8
(filmRef)13296	8
(filmRef)13297	8
(filmRef)13298	8
(filmRef)13299	8
(filmRef)1330	14
(filmRef)13300	8
(filmRef)13301	8
(filmRef)13302	8
(filmRef)13303	8
(filmRef)13304	8
(filmRef)13305	8
(filmRef)13306	8
(filmRef)13307	8
(filmRef)13308	8
(filmRef)13309	8
(filmRef)1331	11
(filmRef)13310	8
(filmRef)13311	8
(filmRef)13312	8
(filmRef)13313	8
(filmRef)13314	8
(filmRef)13315	8
(filmRef)13316	8
(filmRef)13317	8
(filmRef)13318	8
(filmRef)13319	8
(filmRef)1332	6
(filmRef)13320	8
(filmRef)13321	8
(filmRef)13322	8
(filmRef)13323	8
(filmRef)13324	8
(filmRef)13325	8
(filmRef)13326	8
(filmRef)13327	8
(filmRef)13328	8
(filmRef)13329	8
(filmRef)1333	2
(filmRef)13330	8
(filmRef)13331	8
(filmRef)13332	8
(filmRef)13333	8
(filmRef)13334	8
(filmRef)13335	8
(filmRef)13336	8
(filmRef)13337	8
(filmRef)13338	8
(filmRef)13339	8
(filmRef)1334	18
(filmRef)13340	8
(filmRef)13341	8
(filmRef)13342	8
(filmRef)13343	8
(filmRef)13347	8
(filmRef)13348	8
(filmRef)13349	8
(filmRef)1335	14
(filmRef)13350	8
(filmRef)13351	8
(filmRef)13352	8
(filmRef)13353	8
(filmRef)13354	8
(filmRef)13355	8
(filmRef)13356	8
(filmRef)13357	8
(filmRef)13358	8
(filmRef)13359	8
(filmRef)1336	14
(filmRef)13360	1
(filmRef)13361	8
(filmRef)13362	8
(filmRef)13363	8
(filmRef)13364	8
(filmRef)13365	8
(filmRef)13366	8
(filmRef)13367	8
(filmRef)13368	8
(filmRef)13369	8
(filmRef)1337	6
(filmRef)13370	8
(filmRef)13371	8
(filmRef)13372	8
(filmRef)13373	8
(filmRef)13374	4
(filmRef)13375	8
(filmRef)13376	8
(filmRef)13377	8
(filmRef)13378	8
(filmRef)13379	8
(filmRef)1338	2
(filmRef)13380	8
(filmRef)13381	8
(filmRef)13382	8
(filmRef)13383	8
(filmRef)13384	8
(filmRef)13385	8
(filmRef)13386	8
(filmRef)13387	8
(filmRef)13388	8
(filmRef)13389	8
(filmRef)1339	14
(filmRef)13390	8
(filmRef)13391	8
(filmRef)13392	8
(filmRef)13393	8
(filmRef)13394	8
(filmRef)13395	8
(filmRef)13396	8
(filmRef)13397	8
(filmRef)13398	8
(filmRef)13399	8
(filmRef)1340	6
(filmRef)13400	8
(filmRef)13401	8
(filmRef)13402	8
(filmRef)13403	8
(filmRef)13404	8
(filmRef)13405	8
(filmRef)13406	8
(filmRef)13407	8
(filmRef)13408	8
(filmRef)13409	8
(filmRef)1341	13
(filmRef)13410	8
(filmRef)13411	8
(filmRef)13412	8
(filmRef)13413	8
(filmRef)13414	8
(filmRef)13415	8
(filmRef)13416	8
(filmRef)13417	8
(filmRef)13418	8
(filmRef)13419	8
(filmRef)1342	10
(filmRef)13420	8
(filmRef)13421	8
(filmRef)13422	8
(filmRef)13424	8
(filmRef)13425	8
(filmRef)13426	8
(filmRef)13427	8
(filmRef)13428	8
(filmRef)13429	8
(filmRef)1343	6
(filmRef)13430	8
(filmRef)13431	8
(filmRef)13432	8
(filmRef)13433	8
(filmRef)13434	8
(filmRef)13435	8
(filmRef)13436	8
(filmRef)13437	8
(filmRef)13438	8
(filmRef)13439	8
(filmRef)1344	13
(filmRef)13440	8
(filmRef)13441	8
(filmRef)13442	8
(filmRef)13443	8
(filmRef)13444	8
(filmRef)13445	8
(filmRef)13446	8
(filmRef)13447	8
(filmRef)13448	8
(filmRef)13449	11
(filmRef)1345	3
(filmRef)13450	8
(filmRef)13451	8
(filmRef)13452	8
(filmRef)13453	8
(filmRef)13454	8
(filmRef)13455	8
(filmRef)13456	8
(filmRef)13457	8
(filmRef)13458	8
(filmRef)13459	8
(filmRef)1346	11
(filmRef)13460	8
(filmRef)13461	8
(filmRef)13462	8
(filmRef)13463	8
(filmRef)13464	8
(filmRef)13465	8
(filmRef)13466	8
(filmRef)13467	8
(filmRef)13468	8
(filmRef)13469	8
(filmRef)1347	10
(filmRef)13470	8
(filmRef)13471	8
(filmRef)13472	8
(filmRef)13473	8
(filmRef)13474	8
(filmRef)13475	8
(filmRef)13476	8
(filmRef)13477	8
(filmRef)13478	8
(filmRef)13479	8
(filmRef)1348	13
(filmRef)13480	8
(filmRef)13481	8
(filmRef)13482	8
(filmRef)13483	8
(filmRef)13484	8
(filmRef)13485	8
(filmRef)13486	8
(filmRef)13487	8
(filmRef)13488	8
(filmRef)13489	8
(filmRef)1349	10
(filmRef)13490	8
(filmRef)13491	8
(filmRef)13492	8
(filmRef)13493	8
(filmRef)13494	8
(filmRef)13495	8
(filmRef)13496	8
(filmRef)13497	8
(filmRef)13498	8
(filmRef)13499	8
(filmRef)1350	2
(filmRef)13500	8
(filmRef)13501	8
(filmRef)13502	8
(filmRef)13503	8
(filmRef)13504	8
(filmRef)13505	8
(filmRef)13506	8
(filmRef)13507	8
(filmRef)13508	8
(filmRef)13509	8
(filmRef)1351	10
(filmRef)13510	8
(filmRef)13511	8
(filmRef)13512	8
(filmRef)13513	8
(filmRef)13514	8
(filmRef)13515	8
(filmRef)13516	8
(filmRef)13517	8
(filmRef)13518	8
(filmRef)13519	8
(filmRef)1352	14
(filmRef)13520	8
(filmRef)13521	8
(filmRef)13522	8
(filmRef)13523	8
(filmRef)13524	8
(filmRef)13525	8
(filmRef)13526	8
(filmRef)13527	8
(filmRef)13528	8
(filmRef)13529	8
(filmRef)1353	10
(filmRef)13530	8
(filmRef)13531	8
(filmRef)13532	8
(filmRef)13533	8
(filmRef)13534	8
(filmRef)13535	8
(filmRef)13536	8
(filmRef)13537	8
(filmRef)13538	8
(filmRef)13539	8
(filmRef)1354	13
(filmRef)13540	8
(filmRef)13541	8
(filmRef)13542	8
(filmRef)13543	8
(filmRef)13544	8
(filmRef)13545	8
(filmRef)13546	8
(filmRef)13547	8
(filmRef)13548	8
(filmRef)13549	8
(filmRef)1355	14
(filmRef)13550	8
(filmRef)13551	8
(filmRef)13552	8
(filmRef)13553	8
(filmRef)13554	8
(filmRef)13555	8
(filmRef)13556	8
(filmRef)13557	8
(filmRef)13558	8
(filmRef)13559	4
(filmRef)1356	10
(filmRef)13560	4
(filmRef)13561	4
(filmRef)13562	4
(filmRef)13563	4
(filmRef)13564	4
(filmRef)13565	4
(filmRef)13566	4
(filmRef)13567	4
(filmRef)13568	4
(filmRef)13569	4
(filmRef)13572	4
(filmRef)13573	4
(filmRef)13574	4
(filmRef)13576	4
(filmRef)13577	4
(filmRef)13579	4
(filmRef)1358	19
(filmRef)13584	4
(filmRef)13587	4
(filmRef)13588	4
(filmRef)1359	13
(filmRef)13591	4
(filmRef)13592	4
(filmRef)13594	4
(filmRef)13595	4
(filmRef)13596	4
(filmRef)13597	4
(filmRef)13598	4
(filmRef)13599	4
(filmRef)1360	19
(filmRef)13600	4
(filmRef)13601	4
(filmRef)13602	4
(filmRef)13603	4
(filmRef)13604	4
(filmRef)13605	4
(filmRef)13606	4
(filmRef)13607	4
(filmRef)13608	4
(filmRef)13609	4
(filmRef)1361	19
(filmRef)13610	4
(filmRef)1362	19
(filmRef)13622	4
(filmRef)13623	8
(filmRef)13624	8
(filmRef)13625	8
(filmRef)13626	8
(filmRef)13627	8
(filmRef)13628	8
(filmRef)13629	8
(filmRef)1363	19
(filmRef)13630	4
(filmRef)13631	8
(filmRef)13632	8
(filmRef)13633	8
(filmRef)13634	8
(filmRef)13635	8
(filmRef)13636	8
(filmRef)1364	19
(filmRef)1365	19
(filmRef)1366	19
(filmRef)1367	19
(filmRef)1368	19
(filmRef)13686	8
(filmRef)13687	8
(filmRef)13688	8
(filmRef)13689	11
(filmRef)1369	7
(filmRef)13690	11
(filmRef)13691	11
(filmRef)13692	11
(filmRef)13693	11
(filmRef)13694	11
(filmRef)13695	11
(filmRef)13696	11
(filmRef)13697	11
(filmRef)13698	11
(filmRef)13699	11
(filmRef)1370	7
(filmRef)13700	11
(filmRef)13701	11
(filmRef)13703	11
(filmRef)13704	11
(filmRef)13705	11
(filmRef)13706	11
(filmRef)13707	11
(filmRef)13708	11
(filmRef)13709	11
(filmRef)1371	10
(filmRef)13710	11
(filmRef)13711	11
(filmRef)13712	11
(filmRef)13713	19
(filmRef)13714	11
(filmRef)13715	11
(filmRef)13717	11
(filmRef)13718	11
(filmRef)13719	11
(filmRef)1372	19
(filmRef)13720	11
(filmRef)13721	11
(filmRef)13722	11
(filmRef)13723	11
(filmRef)13724	11
(filmRef)13727	11
(filmRef)13728	11
(filmRef)13729	11
(filmRef)1373	19
(filmRef)13730	11
(filmRef)13731	11
(filmRef)13732	11
(filmRef)13733	11
(filmRef)13734	11
(filmRef)13735	11
(filmRef)13736	11
(filmRef)13737	11
(filmRef)13738	11
(filmRef)13739	11
(filmRef)1374	14
(filmRef)13740	11
(filmRef)13741	11
(filmRef)13742	11
(filmRef)13743	11
(filmRef)13744	11
(filmRef)13745	11
(filmRef)13746	11
(filmRef)13747	11
(filmRef)13748	11
(filmRef)13749	11
(filmRef)1375	14
(filmRef)13753	11
(filmRef)13754	11
(filmRef)13755	11
(filmRef)13756	11
(filmRef)13757	11
(filmRef)1376	14
(filmRef)13764	11
(filmRef)13765	19
(filmRef)13766	3
(filmRef)13769	14
(filmRef)1377	19
(filmRef)13770	14
(filmRef)13771	3
(filmRef)13772	14
(filmRef)13773	14
(filmRef)13774	14
(filmRef)13777	3
(filmRef)13778	7
(filmRef)13779	19
(filmRef)1378	1
(filmRef)13780	19
(filmRef)13781	19
(filmRef)13782	1
(filmRef)13785	11
(filmRef)13786	14
(filmRef)1379	19
(filmRef)13790	3
(filmRef)13791	19
(filmRef)13794	2
(filmRef)13796	19
(filmRef)13797	5
(filmRef)13798	5
(filmRef)13799	5
(filmRef)1380	14
(filmRef)13800	5
(filmRef)13801	5
(filmRef)13804	5
(filmRef)13805	5
(filmRef)13806	5
(filmRef)13807	5
(filmRef)13808	5
(filmRef)13809	5
(filmRef)13810	5
(filmRef)13811	5
(filmRef)13812	5
(filmRef)13813	5
(filmRef)13814	5
(filmRef)13815	5
(filmRef)13816	5
(filmRef)13817	5
(filmRef)13818	5
(filmRef)13819	5
(filmRef)1381A	14
(filmRef)1381B	14
(filmRef)1382	6
(filmRef)13820	5
(filmRef)13821	5
(filmRef)13822	5
(filmRef)13823	5
(filmRef)13824	5
(filmRef)13825	5
(filmRef)13826	5
(filmRef)13827	5
(filmRef)13828	5
(filmRef)13829	5
(filmRef)1383	14
(filmRef)13830	5
(filmRef)13831	5
(filmRef)13832	5
(filmRef)13833	5
(filmRef)13834	5
(filmRef)13835	5
(filmRef)13836	5
(filmRef)13837	5
(filmRef)13838	5
(filmRef)13839	5
(filmRef)1384	14
(filmRef)13840	5
(filmRef)13841	5
(filmRef)13842	5
(filmRef)13843	5
(filmRef)13844	5
(filmRef)13845	5
(filmRef)13846	5
(filmRef)13847	5
(filmRef)13848	5
(filmRef)13849	5
(filmRef)1385	14
(filmRef)13850	5
(filmRef)13851	5
(filmRef)13852	5
(filmRef)13853	5
(filmRef)13854	5
(filmRef)13856	5
(filmRef)13857	5
(filmRef)13858	5
(filmRef)13859	5
(filmRef)1386	10
(filmRef)13860	5
(filmRef)13861	5
(filmRef)13863	5
(filmRef)13864	5
(filmRef)13865	5
(filmRef)13866	5
(filmRef)13867	5
(filmRef)13868	5
(filmRef)13869	5
(filmRef)1387	14
(filmRef)13870	5
(filmRef)13871	5
(filmRef)13872	5
(filmRef)13873	5
(filmRef)13874	11
(filmRef)13876	11
(filmRef)13878	11
(filmRef)13879	11
(filmRef)1388	14
(filmRef)13880	11
(filmRef)13881	0
(filmRef)13882	11
(filmRef)13883	0
(filmRef)13884	11
(filmRef)13885	0
(filmRef)13886	0
(filmRef)13887	11
(filmRef)13888	0
(filmRef)13889	11
(filmRef)1389	14
(filmRef)13891	11
(filmRef)13892	0
(filmRef)13893	11
(filmRef)13894	11
(filmRef)13895	11
(filmRef)13896	0
(filmRef)13897	0
(filmRef)13898	0
(filmRef)13899	11
(filmRef)1390	14
(filmRef)13901	0
(filmRef)13904	11
(filmRef)13905	11
(filmRef)13906	0
(filmRef)13907	11
(filmRef)13908	0
(filmRef)13909	11
(filmRef)1391	2
(filmRef)13910	0
(filmRef)13912	0
(filmRef)13913	11
(filmRef)13914	0
(filmRef)13915	11
(filmRef)13916	11
(filmRef)13917	0
(filmRef)13918	0
(filmRef)13919	0
(filmRef)1392	14
(filmRef)13920	11
(filmRef)13921	11
(filmRef)13922	11
(filmRef)13923	11
(filmRef)13924	11
(filmRef)13925	11
(filmRef)13926	11
(filmRef)13928	11
(filmRef)13929	11
(filmRef)1393	14
(filmRef)13930	0
(filmRef)13932	11
(filmRef)13933	11
(filmRef)13934	11
(filmRef)13935	11
(filmRef)13936	11
(filmRef)13937	11
(filmRef)13938	11
(filmRef)13939	11
(filmRef)1394	11
(filmRef)13940	11
(filmRef)13942	11
(filmRef)13943	11
(filmRef)13944	11
(filmRef)1395	1
(filmRef)1396	10
(filmRef)1397	2
(filmRef)13974	11
(filmRef)13975	11
(filmRef)13976	14
(filmRef)13977	2
(filmRef)13978	11
(filmRef)13979	11
(filmRef)1398	14
(filmRef)13980	2
(filmRef)13981	11
(filmRef)13982	6
(filmRef)13983	11
(filmRef)13984	11
(filmRef)1399	2
(filmRef)13991	11
(filmRef)13992	11
(filmRef)13993	11
(filmRef)13994	11
(filmRef)13995	11
(filmRef)13996	11
(filmRef)13997	11
(filmRef)13998	11
(filmRef)13999	11
(filmRef)1400	2
(filmRef)14000	11
(filmRef)14001	11
(filmRef)14002	11
(filmRef)14003	11
(filmRef)14004	11
(filmRef)14005	11
(filmRef)14006	11
(filmRef)14007	11
(filmRef)14008	11
(filmRef)14009	11
(filmRef)1401	14
(filmRef)14010	14
(filmRef)14011	11
(filmRef)14012	11
(filmRef)14013	11
(filmRef)14014	11
(filmRef)14015	11
(filmRef)14016	11
(filmRef)14017	11
(filmRef)14018	11
(filmRef)1402	19
(filmRef)1403	19
(filmRef)14034	11
(filmRef)14035	14
(filmRef)1404	14
(filmRef)1405	2
(filmRef)14052	2
(filmRef)1406	2
(filmRef)14065	11
(filmRef)1407	11
(filmRef)14072	14
(filmRef)1408	1
(filmRef)14082	11
(filmRef)14083	11
(filmRef)14084	11
(filmRef)14085	11
(filmRef)14086	11
(filmRef)14088	11
(filmRef)1409	11
(filmRef)14090	11
(filmRef)14091	11
(filmRef)14094	11
(filmRef)1410	11
(filmRef)14104	17
(filmRef)14105	11
(filmRef)1412	13
(filmRef)1413	11
(filmRef)14139	11
(filmRef)1414	11
(filmRef)14147	17
(filmRef)1415	11
(filmRef)14152	17
(filmRef)14153	17
(filmRef)1416	11
(filmRef)14165	11
(filmRef)1417	11
(filmRef)14174	17
(filmRef)14185	11
(filmRef)1419	11
(filmRef)14197	11
(filmRef)1420	11
(filmRef)1421	11
(filmRef)14215	11
(filmRef)1422	11
(filmRef)1423	11
(filmRef)14231	17
(filmRef)14232	17
(filmRef)14233	17
(filmRef)14234	17
(filmRef)14235	17
(filmRef)14236	17
(filmRef)14237	1
(filmRef)1424	1
(filmRef)14244	17
(filmRef)14245	17
(filmRef)1425	11
(filmRef)14254	11
(filmRef)1426	11
(filmRef)1427	11
(filmRef)14270	17
(filmRef)1428	11
(filmRef)1429	11
(filmRef)1430	2
(filmRef)1432	2
(filmRef)14328	17
(filmRef)14329	11
(filmRef)1433	13
(filmRef)1434	18
(filmRef)1435	14
(filmRef)1436	2
(filmRef)1437	10
(filmRef)14372	-1
(filmRef)14375	11
(filmRef)14378	11
(filmRef)14379	11
(filmRef)1438	11
(filmRef)14380	11
(filmRef)14385	1
(filmRef)14386	11
(filmRef)1439	14
(filmRef)1440	11
(filmRef)1441	14
(filmRef)1442	14
(filmRef)14424	17
(filmRef)14425	17
(filmRef)14426	17
(filmRef)1443	14
(filmRef)1444	14
(filmRef)14449	11
(filmRef)1445	13
(filmRef)14456	11
(filmRef)1446	14
(filmRef)1447	1
(filmRef)1448	14
(filmRef)1449	11
(filmRef)1450	13
(filmRef)1451	13
(filmRef)1452	2
(filmRef)14526	17
(filmRef)14527	17
(filmRef)14529	17
(filmRef)14531	17
(filmRef)14532	17
(filmRef)14533	17
(filmRef)1454	10
(filmRef)14547	11
(filmRef)14548	17
(filmRef)14549	17
(filmRef)1455	14
(filmRef)14550	11
(filmRef)1456	14
(filmRef)14566	11
(filmRef)1457	11
(filmRef)14577	11
(filmRef)14578	11
(filmRef)1458	14
(filmRef)1459	14
(filmRef)1460	14
(filmRef)1461	1
(filmRef)14610	11
(filmRef)14619	11
(filmRef)1462	11
(filmRef)14620	11
(filmRef)14623	17
(filmRef)14624	11
(filmRef)14625	11
(filmRef)14626	11
(filmRef)1463	7
(filmRef)14637	11
(filmRef)1464	14
(filmRef)14642	11
(filmRef)14643	1
(filmRef)14644	17
(filmRef)14645	17
(filmRef)1465	7
(filmRef)1466	19
(filmRef)1467	19
(filmRef)14676	11
(filmRef)1468	19
(filmRef)1469	14
(filmRef)1470	2
(filmRef)1471	14
(filmRef)14717	11
(filmRef)14718	11
(filmRef)1472	19
(filmRef)14730	11
(filmRef)1474	14
(filmRef)14742	11
(filmRef)14744	11
(filmRef)14747	17
(filmRef)1475	14
(filmRef)14752	11
(filmRef)14755	11
(filmRef)14756	17
(filmRef)14757	11
(filmRef)14758	17
(filmRef)1476	19
(filmRef)14761	11
(filmRef)1477	19
(filmRef)1478	6
(filmRef)1479	13
(filmRef)1480	13
(filmRef)1481	2
(filmRef)14813	11
(filmRef)14814	11
(filmRef)14815	11
(filmRef)14817	17
(filmRef)1482	9
(filmRef)1483	6
(filmRef)14831	11
(filmRef)14839	11
(filmRef)1484	10
(filmRef)14846	17
(filmRef)14847	17
(filmRef)1485	3
(filmRef)14854	11
(filmRef)1486	14
(filmRef)14863	11
(filmRef)1487	10
(filmRef)14879	11
(filmRef)1488	14
(filmRef)1489	14
(filmRef)1490	14
(filmRef)14904	17
(filmRef)1491	14
(filmRef)14919	17
(filmRef)1492	14
(filmRef)1493	14
(filmRef)14932	11
(filmRef)14933	11
(filmRef)14934	11
(filmRef)1494	14
(filmRef)14942	17
(filmRef)1495	13
(filmRef)1496	11
(filmRef)1497	10
(filmRef)1498	14
(filmRef)14981	11
(filmRef)14982	11
(filmRef)14983	11
(filmRef)14984	11
(filmRef)14986	11
(filmRef)1499	14
(filmRef)1500	11
(filmRef)15003	17
(filmRef)15004	11
(filmRef)15007	17
(filmRef)1501	10
(filmRef)15010	17
(filmRef)15011	17
(filmRef)15012	17
(filmRef)15013	17
(filmRef)15014	17
(filmRef)15015	17
(filmRef)1502	13
(filmRef)1503	13
(filmRef)15034	11
(filmRef)15035	11
(filmRef)15036	11
(filmRef)15037	11
(filmRef)15038	11
(filmRef)15039	11
(filmRef)1504	13
(filmRef)1505	13
(filmRef)15050	11
(filmRef)1506	1
(filmRef)15068	17
(filmRef)1507	13
(filmRef)1508	13
(filmRef)15088	17
(filmRef)15089	17
(filmRef)1509	13
(filmRef)15092	17
(filmRef)15094	17
(filmRef)15095	1
(filmRef)1510	19
(filmRef)15104	17
(filmRef)15105	17
(filmRef)1511	10
(filmRef)1512	11
(filmRef)1513	14
(filmRef)15134	17
(filmRef)1514	14
(filmRef)1515	14
(filmRef)15154	17
(filmRef)1516	19
(filmRef)15162	17
(filmRef)1517	13
(filmRef)15175	11
(filmRef)15178	11
(filmRef)15179	11
(filmRef)1518	13
(filmRef)15180	11
(filmRef)15181	11
(filmRef)15182	11
(filmRef)15183	11
(filmRef)15189	11
(filmRef)1519	13
(filmRef)15190	11
(filmRef)15191	11
(filmRef)15192	11
(filmRef)15199	11
(filmRef)1520	13
(filmRef)1521	13
(filmRef)1522	13
(filmRef)1523	13
(filmRef)1524	13
(filmRef)1525	13
(filmRef)15250	11
(filmRef)15254	17
(filmRef)15255	17
(filmRef)15256	17
(filmRef)15257	17
(filmRef)15258	17
(filmRef)1526	13
(filmRef)15261	17
(filmRef)15262	17
(filmRef)1527	13
(filmRef)1528	13
(filmRef)1529	13
(filmRef)1530	13
(filmRef)15304	17
(filmRef)15305	17
(filmRef)15308	11
(filmRef)15309	17
(filmRef)1531	13
(filmRef)15317	11
(filmRef)1532	13
(filmRef)15321	11
(filmRef)15322	11
(filmRef)15323	11
(filmRef)15324	11
(filmRef)15325	11
(filmRef)15326	11
(filmRef)1533	13
(filmRef)15331	1
(filmRef)15332	11
(filmRef)15333	11
(filmRef)1534	11
(filmRef)15341	17
(filmRef)15347	17
(filmRef)1535	14
(filmRef)15355	11
(filmRef)1536	6
(filmRef)15362	17
(filmRef)1537	11
(filmRef)1538	2
(filmRef)1539	2
(filmRef)1540	2
(filmRef)1541	14
(filmRef)15413	17
(filmRef)1542	2
(filmRef)15425	11
(filmRef)15426	11
(filmRef)15427	11
(filmRef)15428	11
(filmRef)1543	18
(filmRef)15433	11
(filmRef)1544	1
(filmRef)15443	11
(filmRef)1545	14
(filmRef)1546	14
(filmRef)15462	17
(filmRef)15463	17
(filmRef)15464	11
(filmRef)15465	17
(filmRef)1547	19
(filmRef)1548	19
(filmRef)1549	13
(filmRef)15490	17
(filmRef)15497	17
(filmRef)15498	17
(filmRef)15499	17
(filmRef)1550	14
(filmRef)15500	17
(filmRef)1552	7
(filmRef)1553	14
(filmRef)15533	17
(filmRef)15534	17
(filmRef)15537	17
(filmRef)1555	19
(filmRef)15554	17
(filmRef)15559	17
(filmRef)1556	11
(filmRef)15560	17
(filmRef)15562	11
(filmRef)15565	17
(filmRef)1557	14
(filmRef)15574	11
(filmRef)15575	11
(filmRef)15577	11
(filmRef)15578	17
(filmRef)15579	17
(filmRef)1558	11
(filmRef)15580	11
(filmRef)15588	11
(filmRef)1559	11
(filmRef)15592	11
(filmRef)1560	11
