film_ref	title	tfidf_cluster	tc_pattern	has_shotlist	has_timecodes	has_grampian_tc	has_standard_tc	desc_word_count
(filmRef)12665	[GRAMPIAN TELEVISION NEWS TAPE L0976]	8.0	B_grampian_embedded	True	False	True	False	811
(filmRef)12666	[GRAMPIAN TELEVISION NEWS TAPE L0977]	8.0	B_grampian_embedded	True	False	True	False	626
(filmRef)12667	[GRAMPIAN TELEVISION NEWS TAPE L0978]	8.0	B_grampian_embedded	True	False	True	False	478
(filmRef)12668	[GRAMPIAN TELEVISION NEWS TAPE L0979]	8.0	B_grampian_embedded	True	False	True	False	423
(filmRef)12669	[GRAMPIAN TELEVISION NEWS TAPE L0980]	8.0	B_grampian_embedded	True	False	True	False	611
(filmRef)1267	(STATION FAREWELLS)	3.0	A_standard_shotlist_tc	True	True	False	True	75
(filmRef)12670	[GRAMPIAN TELEVISION NEWS TAPE L0981]	8.0	B_grampian_embedded	True	False	True	False	506
(filmRef)12671	[GRAMPIAN TELEVISION NEWS TAPE L0982]	8.0	B_grampian_embedded	True	False	True	False	669
(filmRef)12672	[GRAMPIAN TELEVISION NEWS TAPE L0983]	8.0	B_grampian_embedded	True	False	True	False	906
(filmRef)12673	[GRAMPIAN TELEVISION NEWS TAPE L0984]	8.0	B_grampian_embedded	True	False	True	False	545
(filmRef)12674	[GRAMPIAN TELEVISION NEWS TAPE L0985]	8.0	B_grampian_embedded	True	False	True	False	518
(filmRef)12675	[GRAMPIAN TELEVISION NEWS TAPE L0986]	8.0	B_grampian_embedded	True	False	True	False	430
(filmRef)12676	[GRAMPIAN TELEVISION NEWS TAPE L0987]	8.0	B_grampian_embedded	True	False	True	False	624
(filmRef)12677	[GRAMPIAN TELEVISION NEWS TAPE L0988]	8.0	B_grampian_embedded	True	False	True	False	502
(filmRef)12678	[GRAMPIAN TELEVISION NEWS TAPE L0989]	8.0	B_grampian_embedded	True	False	True	False	522
(filmRef)12679	[GRAMPIAN TELEVISION NEWS TAPE L0990]	8.0	B_grampian_embedded	True	False	True	False	581
(filmRef)1268	[YOKER SCHOOL FILM]	14.0	A_standard_shotlist_tc	True	True	False	True	122
(filmRef)12680	[GRAMPIAN TELEVISION NEWS TAPE L0991]	8.0	B_grampian_embedded	True	False	True	False	536
(filmRef)12681	[GRAMPIAN TELEVISION NEWS TAPE L0992]	8.0	B_grampian_embedded	True	False	True	False	551
(filmRef)12682	[GRAMPIAN TELEVISION NEWS TAPE L0993]	8.0	B_grampian_embedded	True	False	True	False	657
(filmRef)12683	[GRAMPIAN TELEVISION NEWS TAPE L0994]	8.0	B_grampian_embedded	True	False	True	False	382
(filmRef)12684	[GRAMPIAN TELEVISION NEWS TAPE L0995]	8.0	B_grampian_embedded	True	False	True	False	579
(filmRef)12685	[GRAMPIAN TELEVISION NEWS TAPE L0996]	8.0	B_grampian_embedded	True	False	True	False	606
(filmRef)12686	[GRAMPIAN TELEVISION NEWS TAPE L0997]	8.0	B_grampian_embedded	True	False	True	False	557
(filmRef)12687	[GRAMPIAN TELEVISION NEWS TAPE L0998]	8.0	B_grampian_embedded	True	False	True	False	634
(filmRef)12688	[GRAMPIAN TELEVISION NEWS TAPE L0999]	8.0	B_grampian_embedded	True	False	True	False	611
(filmRef)12689	[GRAMPIAN TELEVISION NEWS TAPE L1000]	8.0	B_grampian_embedded	True	False	True	False	742
(filmRef)1269	SKYWAY AMBULANCE	10.0	A_standard_shotlist_tc	True	True	False	True	359
(filmRef)12690	[GRAMPIAN TELEVISION NEWS TAPE L1001]	8.0	B_grampian_embedded	True	False	True	False	756
(filmRef)12691	[GRAMPIAN TELEVISION NEWS TAPE L1002]	8.0	B_grampian_embedded	True	False	True	False	963
(filmRef)12692	[GRAMPIAN TELEVISION NEWS TAPE L1003]	8.0	B_grampian_embedded	True	False	True	False	766
(filmRef)12693	[GRAMPIAN TELEVISION NEWS TAPE L1004]	8.0	B_grampian_embedded	True	False	True	False	776
(filmRef)12694	[GRAMPIAN TELEVISION NEWS TAPE L1005]	8.0	B_grampian_embedded	True	False	True	False	753
(filmRef)12695	[GRAMPIAN TELEVISION NEWS TAPE L1006]	8.0	B_grampian_embedded	True	False	True	False	618
(filmRef)12696	[GRAMPIAN TELEVISION NEWS TAPE L1007]	8.0	B_grampian_embedded	True	False	True	False	624
(filmRef)12697	[GRAMPIAN TELEVISION NEWS TAPE L1008]	8.0	B_grampian_embedded	True	False	True	False	608
(filmRef)12698	[GRAMPIAN TELEVISION NEWS TAPE L1009]	8.0	B_grampian_embedded	True	False	True	False	661
(filmRef)12699	[GRAMPIAN TELEVISION NEWS TAPE L1010]	8.0	B_grampian_embedded	True	False	True	False	607
(filmRef)1270	VISIT TO A SHIPBUILDING YARD	18.0	A_standard_shotlist_tc	True	True	False	True	552
(filmRef)12700	[GRAMPIAN TELEVISION NEWS TAPE L1011]	8.0	B_grampian_embedded	True	False	True	False	654
(filmRef)12701	[GRAMPIAN TELEVISION NEWS TAPE L1012]	8.0	B_grampian_embedded	True	False	True	False	597
(filmRef)12702	[GRAMPIAN TELEVISION NEWS TAPE L1013]	8.0	B_grampian_embedded	True	False	True	False	630
(filmRef)12703	[GRAMPIAN TELEVISION NEWS TAPE L1014]	8.0	B_grampian_embedded	True	False	True	False	753
(filmRef)12704	[GRAMPIAN TELEVISION NEWS TAPE L1015]	8.0	B_grampian_embedded	True	False	True	False	561
(filmRef)12705	[GRAMPIAN TELEVISION NEWS TAPE L1016]	8.0	B_grampian_embedded	True	False	True	False	740
(filmRef)12706	[GRAMPIAN TELEVISION NEWS TAPE L1017]	8.0	B_grampian_embedded	True	False	True	False	650
(filmRef)12707	[GRAMPIAN TELEVISION NEWS TAPE L1018]	8.0	B_grampian_embedded	True	False	True	False	595
(filmRef)12708	[GRAMPIAN TELEVISION NEWS TAPE L1019]	8.0	B_grampian_embedded	True	False	True	False	487
(filmRef)12709	[GRAMPIAN TELEVISION NEWS TAPE L1020]	8.0	B_grampian_embedded	True	False	True	False	433
(filmRef)1271	DOWN TO THE SEA	18.0	A_standard_shotlist_tc	True	True	False	True	379
(filmRef)12710	[GRAMPIAN TELEVISION NEWS TAPE L1021]	1.0	B_grampian_embedded	True	False	True	False	213
(filmRef)12711	[GRAMPIAN TELEVISION NEWS TAPE L1022]	8.0	B_grampian_embedded	True	False	True	False	519
(filmRef)12712	[GRAMPIAN TELEVISION NEWS TAPE L1023]		B_grampian_embedded	True	False	True	False	30
(filmRef)12713	[GRAMPIAN TELEVISION NEWS TAPE L1024]	8.0	B_grampian_embedded	True	False	True	False	1059
(filmRef)12714	[GRAMPIAN TELEVISION NEWS TAPE L1025]	8.0	B_grampian_embedded	True	False	True	False	598
(filmRef)12715	[GRAMPIAN TELEVISION NEWS TAPE L1026]	8.0	B_grampian_embedded	True	False	True	False	573
(filmRef)12716	[GRAMPIAN TELEVISION NEWS TAPE L1027]	8.0	B_grampian_embedded	True	False	True	False	670
(filmRef)12717	[GRAMPIAN TELEVISION NEWS TAPE L1028]	8.0	B_grampian_embedded	True	False	True	False	534
(filmRef)12718	[GRAMPIAN TELEVISION NEWS TAPE L1029]	8.0	B_grampian_embedded	True	False	True	False	630
(filmRef)12719	[GRAMPIAN TELEVISION NEWS TAPE L1030]	8.0	B_grampian_embedded	True	False	True	False	591
(filmRef)1272	FLYING ABOVE THE CLOUDS	2.0	A_standard_shotlist_tc	True	True	False	True	404
(filmRef)12720	[GRAMPIAN TELEVISION NEWS TAPE L1031]	8.0	B_grampian_embedded	True	False	True	False	585
(filmRef)12721	[GRAMPIAN TELEVISION NEWS TAPE L1032]	8.0	B_grampian_embedded	True	False	True	False	535
(filmRef)12722	[GRAMPIAN TELEVISION NEWS TAPE L1033]	8.0	B_grampian_embedded	True	False	True	False	616
(filmRef)12723	[GRAMPIAN TELEVISION NEWS TAPE L1034]	8.0	B_grampian_embedded	True	False	True	False	496
(filmRef)12724	[GRAMPIAN TELEVISION NEWS TAPE L1035]	8.0	B_grampian_embedded	True	False	True	False	573
(filmRef)12725	[GRAMPIAN TELEVISION NEWS TAPE L1036]	8.0	B_grampian_embedded	True	False	True	False	564
(filmRef)12726	[GRAMPIAN TELEVISION NEWS TAPE L1037]	8.0	B_grampian_embedded	True	False	True	False	578
(filmRef)12727	[GRAMPIAN TELEVISION NEWS TAPE L1038]	1.0	B_grampian_embedded	True	False	True	False	184
(filmRef)12728	[GRAMPIAN TELEVISION NEWS TAPE L1039]	4.0	B_grampian_embedded	True	False	True	False	61
(filmRef)12729	[GRAMPIAN TELEVISION NEWS TAPE L1040]	8.0	B_grampian_embedded	True	False	True	False	388
(filmRef)1273	(NOTRE DAME COLLEGE - MOVE TO BEARSDEN)	10.0	A_standard_shotlist_tc	True	True	False	True	359
(filmRef)12730	[GRAMPIAN TELEVISION NEWS TAPE L1041]	8.0	B_grampian_embedded	True	False	True	False	666
(filmRef)12731	[GRAMPIAN TELEVISION NEWS TAPE L1042]	8.0	B_grampian_embedded	True	False	True	False	624
(filmRef)12732	[GRAMPIAN TELEVISION NEWS TAPE L1043]	8.0	B_grampian_embedded	True	False	True	False	544
(filmRef)12733	[GRAMPIAN TELEVISION NEWS TAPE L1044]	8.0	B_grampian_embedded	True	False	True	False	406
(filmRef)12734	[GRAMPIAN TELEVISION NEWS TAPE L1045]	8.0	B_grampian_embedded	True	False	True	False	421
(filmRef)12735	[GRAMPIAN TELEVISION NEWS TAPE L1046]	8.0	B_grampian_embedded	True	False	True	False	555
(filmRef)12736	[GRAMPIAN TELEVISION NEWS TAPE L1047]	8.0	B_grampian_embedded	True	False	True	False	568
(filmRef)12737	[GRAMPIAN TELEVISION NEWS TAPE L1048]	8.0	B_grampian_embedded	True	False	True	False	407
(filmRef)12738	[GRAMPIAN TELEVISION NEWS TAPE L1049]	8.0	B_grampian_embedded	True	False	True	False	529
(filmRef)12739	[GRAMPIAN TELEVISION NEWS TAPE L1050]	8.0	B_grampian_embedded	True	False	True	False	600
(filmRef)1274	WARWORK NEWS NO. 19, The Other Man's Job	13.0	A_standard_shotlist_tc	True	True	False	True	140
(filmRef)12740	[GRAMPIAN TELEVISION NEWS TAPE L1051]	8.0	B_grampian_embedded	True	False	True	False	494
(filmRef)12741	[GRAMPIAN TELEVISION NEWS TAPE L1052]	8.0	B_grampian_embedded	True	False	True	False	525
(filmRef)12742	[GRAMPIAN TELEVISION NEWS TAPE L1053]	8.0	B_grampian_embedded	True	False	True	False	450
(filmRef)12743	[GRAMPIAN TELEVISION NEWS TAPE L1054]	8.0	B_grampian_embedded	True	False	True	False	480
(filmRef)12744	[GRAMPIAN TELEVISION NEWS TAPE L1055]	8.0	B_grampian_embedded	True	False	True	False	560
(filmRef)12745	[GRAMPIAN TELEVISION NEWS TAPE L1056]	8.0	B_grampian_embedded	True	False	True	False	1026
(filmRef)12746	[GRAMPIAN TELEVISION NEWS TAPE L1057]	8.0	B_grampian_embedded	True	False	True	False	367
(filmRef)12747	[GRAMPIAN TELEVISION NEWS TAPE L1058]	8.0	B_grampian_embedded	True	False	True	False	559
(filmRef)12748	[GRAMPIAN TELEVISION NEWS TAPE L1059]	8.0	B_grampian_embedded	True	False	True	False	532
(filmRef)12749	[GRAMPIAN TELEVISION NEWS TAPE L1060]	8.0	B_grampian_embedded	True	False	True	False	617
(filmRef)1275	DEAR GREEN PLACE	10.0	A_standard_shotlist_tc	True	True	False	True	207
(filmRef)12750	[GRAMPIAN TELEVISION NEWS TAPE L1061]	8.0	B_grampian_embedded	True	False	True	False	461
(filmRef)12751	[GRAMPIAN TELEVISION NEWS TAPE L1062]	8.0	B_grampian_embedded	True	False	True	False	507
(filmRef)12752	[GRAMPIAN TELEVISION NEWS TAPE L1063]	8.0	B_grampian_embedded	True	False	True	False	587
(filmRef)12753	[GRAMPIAN TELEVISION NEWS TAPE L1064]	8.0	B_grampian_embedded	True	False	True	False	626
(filmRef)12754	[GRAMPIAN TELEVISION NEWS TAPE L1065]	8.0	B_grampian_embedded	True	False	True	False	671
(filmRef)12755	[GRAMPIAN TELEVISION NEWS TAPE L1066]	8.0	B_grampian_embedded	True	False	True	False	619
(filmRef)12756	[GRAMPIAN TELEVISION NEWS TAPE L1067]	8.0	B_grampian_embedded	True	False	True	False	563
(filmRef)12757	[GRAMPIAN TELEVISION NEWS TAPE L1068]	8.0	B_grampian_embedded	True	False	True	False	557
(filmRef)12758	[GRAMPIAN TELEVISION NEWS TAPE L1069]	8.0	B_grampian_embedded	True	False	True	False	446
(filmRef)12759	[GRAMPIAN TELEVISION NEWS TAPE L1070]	8.0	B_grampian_embedded	True	False	True	False	782
(filmRef)1276	NORTH BRITISH	13.0	A_standard_shotlist_tc	True	True	False	True	478
(filmRef)12760	[GRAMPIAN TELEVISION NEWS TAPE L1071]	8.0	B_grampian_embedded	True	False	True	False	625
(filmRef)12761	[GRAMPIAN TELEVISION NEWS TAPE L1072]	8.0	B_grampian_embedded	True	False	True	False	552
(filmRef)12762	[GRAMPIAN TELEVISION NEWS TAPE L1073]	8.0	B_grampian_embedded	True	False	True	False	586
(filmRef)12763	[GRAMPIAN TELEVISION NEWS TAPE L1074]	8.0	B_grampian_embedded	True	False	True	False	530
(filmRef)12764	[GRAMPIAN TELEVISION NEWS TAPE L1075]	8.0	B_grampian_embedded	True	False	True	False	352
(filmRef)12765	[GRAMPIAN TELEVISION NEWS TAPE L1076]	8.0	B_grampian_embedded	True	False	True	False	541
(filmRef)12766	[GRAMPIAN TELEVISION NEWS TAPE L1077]	8.0	B_grampian_embedded	True	False	True	False	608
(filmRef)12767	[GRAMPIAN TELEVISION NEWS TAPE L1078]	8.0	B_grampian_embedded	True	False	True	False	458
(filmRef)12768	[GRAMPIAN TELEVISION NEWS TAPE L1079]	8.0	B_grampian_embedded	True	False	True	False	600
(filmRef)12769	[GRAMPIAN TELEVISION NEWS TAPE L1080]	8.0	B_grampian_embedded	True	False	True	False	598
(filmRef)1277	(NORTH BRITISH CUTTINGS)	13.0	A_standard_shotlist_tc	True	True	False	True	48
(filmRef)12770	[GRAMPIAN TELEVISION NEWS TAPE L1081]	8.0	B_grampian_embedded	True	False	True	False	597
(filmRef)12771	[GRAMPIAN TELEVISION NEWS TAPE L1082]	8.0	B_grampian_embedded	True	False	True	False	453
(filmRef)12772	[GRAMPIAN TELEVISION NEWS TAPE L1083]	8.0	B_grampian_embedded	True	False	True	False	512
(filmRef)12773	[GRAMPIAN TELEVISION NEWS TAPE L1084]	8.0	B_grampian_embedded	True	False	True	False	572
(filmRef)12774	[GRAMPIAN TELEVISION NEWS TAPE L1085]	4.0	B_grampian_embedded	True	False	True	False	173
(filmRef)12775	[GRAMPIAN TELEVISION NEWS TAPE L1086]	8.0	B_grampian_embedded	True	False	True	False	533
(filmRef)12776	[GRAMPIAN TELEVISION NEWS TAPE L1087]	8.0	B_grampian_embedded	True	False	True	False	560
(filmRef)12777	[GRAMPIAN TELEVISION NEWS TAPE L1088]	8.0	B_grampian_embedded	True	False	True	False	489
(filmRef)12778	[GRAMPIAN TELEVISION NEWS TAPE L1089]	8.0	B_grampian_embedded	True	False	True	False	1012
(filmRef)12779	[GRAMPIAN TELEVISION NEWS TAPE L1090]	8.0	B_grampian_embedded	True	False	True	False	587
(filmRef)1278	(EMPIRE EXHIBITION, BELLAHOUSTON PARK, GLASGOW)	14.0	A_standard_shotlist_tc	True	True	False	True	174
(filmRef)12780	[GRAMPIAN TELEVISION NEWS TAPE L1091]	8.0	B_grampian_embedded	True	False	True	False	493
(filmRef)12781	[GRAMPIAN TELEVISION NEWS TAPE L1092]	8.0	B_grampian_embedded	True	False	True	False	585
(filmRef)12782	[GRAMPIAN TELEVISION NEWS TAPE L1093]	8.0	B_grampian_embedded	True	False	True	False	1155
(filmRef)12783	[GRAMPIAN TELEVISION NEWS TAPE L1094]	8.0	B_grampian_embedded	True	False	True	False	588
(filmRef)12784	[GRAMPIAN TELEVISION NEWS TAPE L1095]	8.0	B_grampian_embedded	True	False	True	False	529
(filmRef)12785	[GRAMPIAN TELEVISION NEWS TAPE L1096]	8.0	B_grampian_embedded	True	False	True	False	509
(filmRef)12786	[GRAMPIAN TELEVISION NEWS TAPE L1097]	8.0	B_grampian_embedded	True	False	True	False	515
(filmRef)12787	[GRAMPIAN TELEVISION NEWS TAPE L1098]	8.0	B_grampian_embedded	True	False	True	False	489
(filmRef)12788	[GRAMPIAN TELEVISION NEWS TAPE L1099]	8.0	B_grampian_embedded	True	False	True	False	400
(filmRef)12789	[GRAMPIAN TELEVISION NEWS TAPE L1100]	8.0	B_grampian_embedded	True	False	True	False	550
(filmRef)1279	(LIFEBOAT SERVICE)	13.0	A_standard_shotlist_tc	True	True	False	True	162
(filmRef)12790	[GRAMPIAN TELEVISION NEWS TAPE L1101]	8.0	B_grampian_embedded	True	False	True	False	578
(filmRef)12791	[GRAMPIAN TELEVISION NEWS TAPE L1102]	8.0	B_grampian_embedded	True	False	True	False	557
(filmRef)12792	[GRAMPIAN TELEVISION NEWS TAPE L1103]	8.0	B_grampian_embedded	True	False	True	False	661
(filmRef)12793	[GRAMPIAN TELEVISION NEWS TAPE L1104]	8.0	B_grampian_embedded	True	False	True	False	600
(filmRef)12794	[GRAMPIAN TELEVISION NEWS TAPE L1105]	8.0	B_grampian_embedded	True	False	True	False	571
(filmRef)12795	[GRAMPIAN TELEVISION NEWS TAPE L1106]	8.0	B_grampian_embedded	True	False	True	False	631
(filmRef)12796	[GRAMPIAN TELEVISION NEWS TAPE L1107]	8.0	B_grampian_embedded	True	False	True	False	893
(filmRef)12797	[GRAMPIAN TELEVISION NEWS TAPE L1108]	8.0	B_grampian_embedded	True	False	True	False	500
(filmRef)12798	[GRAMPIAN TELEVISION NEWS TAPE L1109]	8.0	B_grampian_embedded	True	False	True	False	534
(filmRef)12799	[GRAMPIAN TELEVISION NEWS TAPE L1110]	8.0	B_grampian_embedded	True	False	True	False	595
(filmRef)1280	[CORONATION PARADE BROXBURN 1910]	19.0	A_standard_shotlist_tc	True	True	False	True	88
(filmRef)12800	[GRAMPIAN TELEVISION NEWS TAPE L1111]	8.0	B_grampian_embedded	True	False	True	False	673
(filmRef)12801	[GRAMPIAN TELEVISION NEWS TAPE L1112]	8.0	B_grampian_embedded	True	False	True	False	614
(filmRef)12802	[GRAMPIAN TELEVISION NEWS TAPE L1113]	8.0	B_grampian_embedded	True	False	True	False	435
(filmRef)12803	[GRAMPIAN TELEVISION NEWS TAPE L1114]	8.0	B_grampian_embedded	True	False	True	False	540
(filmRef)12804	[GRAMPIAN TELEVISION NEWS TAPE L1115]	8.0	B_grampian_embedded	True	False	True	False	468
(filmRef)12805	[GRAMPIAN TELEVISION NEWS TAPE L1116]	8.0	B_grampian_embedded	True	False	True	False	508
(filmRef)12806	[GRAMPIAN TELEVISION NEWS TAPE L1117]	8.0	B_grampian_embedded	True	False	True	False	512
(filmRef)12807	[GRAMPIAN TELEVISION NEWS TAPE L1118]	8.0	B_grampian_embedded	True	False	True	False	467
(filmRef)12808	[GRAMPIAN TELEVISION NEWS TAPE L1119]	8.0	B_grampian_embedded	True	False	True	False	439
(filmRef)12809	[GRAMPIAN TELEVISION NEWS TAPE L1120]	8.0	B_grampian_embedded	True	False	True	False	576
(filmRef)1281	FERRY FAIR	19.0	A_standard_shotlist_tc	True	True	False	True	122
(filmRef)12810	[GRAMPIAN TELEVISION NEWS TAPE L1121]	8.0	B_grampian_embedded	True	False	True	False	527
(filmRef)12811	[GRAMPIAN TELEVISION NEWS TAPE L1122]	8.0	B_grampian_embedded	True	False	True	False	685
(filmRef)12812	[GRAMPIAN TELEVISION NEWS TAPE L1123]	8.0	B_grampian_embedded	True	False	True	False	557
(filmRef)12813	[GRAMPIAN TELEVISION NEWS TAPE L1124]	8.0	B_grampian_embedded	True	False	True	False	623
(filmRef)12814	[GRAMPIAN TELEVISION NEWS TAPE L1125]	8.0	B_grampian_embedded	True	False	True	False	618
(filmRef)12815	[GRAMPIAN TELEVISION NEWS TAPE L1126]	8.0	B_grampian_embedded	True	False	True	False	606
(filmRef)12816	[GRAMPIAN TELEVISION NEWS TAPE L1127]	8.0	B_grampian_embedded	True	False	True	False	501
(filmRef)12817	[GRAMPIAN TELEVISION NEWS TAPE L1128]	8.0	B_grampian_embedded	True	False	True	False	611
(filmRef)12818	[GRAMPIAN TELEVISION NEWS TAPE L1129]	8.0	B_grampian_embedded	True	False	True	False	590
(filmRef)12819	[GRAMPIAN TELEVISION NEWS TAPE L1130]	8.0	B_grampian_embedded	True	False	True	False	595
(filmRef)1282	[WINCHBURGH CHILDREN'S GALA DAY]	14.0	A_standard_shotlist_tc	True	True	False	True	80
(filmRef)12820	[GRAMPIAN TELEVISION NEWS TAPE L1131]	8.0	B_grampian_embedded	True	False	True	False	647
(filmRef)12821	[GRAMPIAN TELEVISION NEWS TAPE L1132]	8.0	B_grampian_embedded	True	False	True	False	342
(filmRef)12822	[GRAMPIAN TELEVISION NEWS TAPE L1133]	8.0	B_grampian_embedded	True	False	True	False	598
(filmRef)12823	[GRAMPIAN TELEVISION NEWS TAPE L1134]	8.0	B_grampian_embedded	True	False	True	False	511
(filmRef)12824	[GRAMPIAN TELEVISION NEWS TAPE L1135]	8.0	B_grampian_embedded	True	False	True	False	554
(filmRef)12825	[GRAMPIAN TELEVISION NEWS TAPE L1136]	8.0	B_grampian_embedded	True	False	True	False	568
(filmRef)12826	[GRAMPIAN TELEVISION NEWS TAPE L1137]	8.0	B_grampian_embedded	True	False	True	False	557
(filmRef)12827	[GRAMPIAN TELEVISION NEWS TAPE L1138]	8.0	B_grampian_embedded	True	False	True	False	631
(filmRef)12828	[GRAMPIAN TELEVISION NEWS TAPE L1139]	8.0	B_grampian_embedded	True	False	True	False	688
(filmRef)12829	[GRAMPIAN TELEVISION NEWS TAPE L1140]	8.0	B_grampian_embedded	True	False	True	False	598
(filmRef)1283	STEWARTFIELD GALA DAY, BROXBURN	19.0	A_standard_shotlist_tc	True	True	False	True	107
(filmRef)12830	[GRAMPIAN TELEVISION NEWS TAPE L1141]	10.0	B_grampian_embedded	True	False	True	False	629
(filmRef)12831	[GRAMPIAN TELEVISION NEWS TAPE L1142]	8.0	B_grampian_embedded	True	False	True	False	599
(filmRef)12832	[GRAMPIAN TELEVISION NEWS TAPE L1143]	8.0	B_grampian_embedded	True	False	True	False	605
(filmRef)12833	[GRAMPIAN TELEVISION NEWS TAPE L1144]	8.0	B_grampian_embedded	True	False	True	False	658
(filmRef)12834	[GRAMPIAN TELEVISION NEWS TAPE L1145]	8.0	B_grampian_embedded	True	False	True	False	697
(filmRef)12835	[GRAMPIAN TELEVISION NEWS TAPE L1146]	8.0	B_grampian_embedded	True	False	True	False	559
(filmRef)12836	[GRAMPIAN TELEVISION NEWS TAPE L1147]	8.0	B_grampian_embedded	True	False	True	False	549
(filmRef)12837	[GRAMPIAN TELEVISION NEWS TAPE L1148]	8.0	B_grampian_embedded	True	False	True	False	606
(filmRef)12838	[GRAMPIAN TELEVISION NEWS TAPE L1149]	8.0	B_grampian_embedded	True	False	True	False	721
(filmRef)12839	[GRAMPIAN TELEVISION NEWS TAPE L1150]	8.0	B_grampian_embedded	True	False	True	False	1102
(filmRef)1284	[UPHALL AND PUMPHERSTON CHILDREN'S GALAS AND BROXBURN PAGEANT 1931]	19.0	A_standard_shotlist_tc	True	True	False	True	387
(filmRef)12840	[GRAMPIAN TELEVISION NEWS TAPE L1151]	8.0	B_grampian_embedded	True	False	True	False	540
(filmRef)12841	[GRAMPIAN TELEVISION NEWS TAPE L1152]	8.0	B_grampian_embedded	True	False	True	False	641
(filmRef)12842	[GRAMPIAN TELEVISION NEWS TAPE L1153]	8.0	B_grampian_embedded	True	False	True	False	766
(filmRef)12843	[GRAMPIAN TELEVISION NEWS TAPE L1154]	8.0	B_grampian_embedded	True	False	True	False	672
(filmRef)12844	[GRAMPIAN TELEVISION NEWS TAPE L1155]	8.0	B_grampian_embedded	True	False	True	False	256
(filmRef)12845	[GRAMPIAN TELEVISION NEWS TAPE L1156]	8.0	B_grampian_embedded	True	False	True	False	579
(filmRef)12846	[GRAMPIAN TELEVISION NEWS TAPE L1157]	8.0	B_grampian_embedded	True	False	True	False	547
(filmRef)12847	[GRAMPIAN TELEVISION NEWS TAPE L1158]	8.0	B_grampian_embedded	True	False	True	False	629
(filmRef)12848	[GRAMPIAN TELEVISION NEWS TAPE L1159]	8.0	B_grampian_embedded	True	False	True	False	497
(filmRef)12849	[GRAMPIAN TELEVISION NEWS TAPE L1160]	8.0	B_grampian_embedded	True	False	True	False	550
(filmRef)1285	(CINEMA TRAILERS II)	11.0	A_standard_shotlist_tc	True	True	False	True	47
(filmRef)12850	[GRAMPIAN TELEVISION NEWS TAPE L1161]	8.0	B_grampian_embedded	True	False	True	False	599
(filmRef)12851	[GRAMPIAN TELEVISION NEWS TAPE L1162]		B_grampian_embedded	True	False	True	False	21
(filmRef)12852	[GRAMPIAN TELEVISION NEWS TAPE L1163]	8.0	B_grampian_embedded	True	False	True	False	699
(filmRef)12853	[GRAMPIAN TELEVISION NEWS TAPE L1164]	8.0	B_grampian_embedded	True	False	True	False	485
(filmRef)12854	[GRAMPIAN TELEVISION NEWS TAPE L1165]	8.0	B_grampian_embedded	True	False	True	False	542
(filmRef)12855	[GRAMPIAN TELEVISION NEWS TAPE L1166]	8.0	B_grampian_embedded	True	False	True	False	562
(filmRef)12856	[GRAMPIAN TELEVISION NEWS TAPE L1167]	8.0	B_grampian_embedded	True	False	True	False	514
(filmRef)12857	[GRAMPIAN TELEVISION NEWS TAPE L1168]	8.0	B_grampian_embedded	True	False	True	False	663
(filmRef)12858	[GRAMPIAN TELEVISION NEWS TAPE L1169]	8.0	B_grampian_embedded	True	False	True	False	517
(filmRef)12859	[GRAMPIAN TELEVISION NEWS TAPE L1170]	8.0	B_grampian_embedded	True	False	True	False	562
(filmRef)12860	[GRAMPIAN TELEVISION NEWS TAPE L1171]	8.0	B_grampian_embedded	True	False	True	False	512
(filmRef)12861	[GRAMPIAN TELEVISION NEWS TAPE L1172]	8.0	B_grampian_embedded	True	False	True	False	569
(filmRef)12862	[GRAMPIAN TELEVISION NEWS TAPE L1173]	8.0	B_grampian_embedded	True	False	True	False	622
(filmRef)12863	[GRAMPIAN TELEVISION NEWS TAPE L1174]	8.0	B_grampian_embedded	True	False	True	False	692
(filmRef)12864	[GRAMPIAN TELEVISION NEWS TAPE L1175]	8.0	B_grampian_embedded	True	False	True	False	582
(filmRef)12865	[GRAMPIAN TELEVISION NEWS TAPE L1176]	8.0	B_grampian_embedded	True	False	True	False	561
(filmRef)12866	[GRAMPIAN TELEVISION NEWS TAPE L1177]	8.0	B_grampian_embedded	True	False	True	False	652
(filmRef)12867	[GRAMPIAN TELEVISION NEWS TAPE L1178]	8.0	B_grampian_embedded	True	False	True	False	739
(filmRef)12868	[GRAMPIAN TELEVISION NEWS TAPE L1179]	8.0	B_grampian_embedded	True	False	True	False	619
(filmRef)12869	[GRAMPIAN TELEVISION NEWS TAPE L1180]	8.0	B_grampian_embedded	True	False	True	False	591
(filmRef)1287	GLASGOW CINEMA CLUB, 50th ANNIVERSARY	14.0	A_standard_shotlist_tc	True	True	False	True	316
(filmRef)12870	[GRAMPIAN TELEVISION NEWS TAPE L1181]	8.0	B_grampian_embedded	True	False	True	False	493
(filmRef)12871	[GRAMPIAN TELEVISION NEWS TAPE L1182]	8.0	B_grampian_embedded	True	False	True	False	633
(filmRef)12872	[GRAMPIAN TELEVISION NEWS TAPE L1183]	8.0	B_grampian_embedded	True	False	True	False	758
(filmRef)12873	[GRAMPIAN TELEVISION NEWS TAPE L1184]	8.0	B_grampian_embedded	True	False	True	False	439
(filmRef)12874	[GRAMPIAN TELEVISION NEWS TAPE L1185]		B_grampian_embedded	True	False	True	False	317
