film_ref	title	year	genre_tag	genre_tag_raw	desc_word_count	n_desc_fields	has_shotlist	has_reels	has_credit_line	credit_text	n_subjects	has_timecodes	timecode_count	n_creators
(filmRef)19276	DÈ A-NIS?: Series 24	2017.0	non-fiction; television children	non-fiction; television children	68	3	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19277	DÈ A-NIS?: Series 24	2017.0	non-fiction; television children	non-fiction; television children	64	3	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19278	DÈ A-NIS?: Series 24	2017.0	non-fiction; television children	non-fiction; television children	69	3	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19279	DÈ A-NIS?: Series 24	2017.0	non-fiction; television children	non-fiction; television children	58	3	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)1928	[TRIP TO SKYE, ORKNEY AND SHETLAND]	1932.0	non-fiction; amateur	non-fiction; amateur	374	4	True	False	True	filmed by the Duchess of Montrose	5	True	21	0
(filmRef)19280	DÈ A-NIS?: Series 24	2017.0	non-fiction; television children	non-fiction; television children	58	3	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19281	DIY LE DONNIE: Series 3	2016.0	non-fiction; television entertainment	non-fiction; television entertainment	223	4	True	False	True	Donnie 'Dòtaman' MacLeòid	1	False	0	0
(filmRef)19282	DIY LE DONNIE: Series 3	2017.0	non-fiction; television entertainment	non-fiction; television entertainment	173	4	True	False	True	Donnie 'Dòtaman' MacLeòid	1	False	0	0
(filmRef)19283	DIY LE DONNIE: Series 3	2017.0	non-fiction; television entertainment	non-fiction; television entertainment	164	4	True	False	True	Donnie 'Dòtaman' MacLeòid	1	False	0	0
(filmRef)19284	DIY LE DONNIE: Series 3	2017.0	non-fiction; television entertainment	non-fiction; television entertainment	196	4	True	False	True	Donnie 'Dòtaman' MacLeòid	1	False	0	0
(filmRef)19285	DIY LE DONNIE: Series 3	2017.0	non-fiction; television entertainment	non-fiction; television entertainment	197	4	True	False	True	Donnie 'Dòtaman' MacLeòid	1	False	0	0
(filmRef)19286	DIY LE DONNIE: Series 3	2017.0	non-fiction; television entertainment	non-fiction; television entertainment	183	4	True	False	True	Donnie 'Dòtaman' MacLeòid	1	False	0	0
(filmRef)19287	SEÒID A’ CHIDSIN		ùisdean and roddy, keen domestic cooks, use locally sourced produce to create mouth-watering meals. [source - bbc alba] programme 1 a' cleachdadh cungaidhean ionadail, deasachaidh iad isbeanan sitheann agus truinnsear maorach. uisdean and roddy cook venison sausage casserole and a seafood platter.	Ùisdean and Roddy, keen domestic cooks, use locally sourced produce to create mouth-watering meals. [Source - BBC Alba] Programme 1 A' cleachdadh cungaidhean ionadail, deasachaidh iad isbeanan sitheann agus truinnsear maorach. Uisdean and Roddy cook venison sausage casserole and a seafood platter.	176	2	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19288	SEÒID A’ CHIDSIN		non-fiction	non-fiction	244	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19289	SEÒID A’ CHIDSIN		non-fiction	non-fiction	156	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)1929	[CUMNOCK CELEBRATION, JUNE 1951]	1951.0	non-fiction; amateur	non-fiction; amateur	422	4	True	False	True	filmed by John Nimmo	4	True	22	0
(filmRef)19290	SEÒID A’ CHIDSIN		non-fiction	non-fiction	193	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19291	SEÒID A’ CHIDSIN		non-fiction	non-fiction	182	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19292	SEÒID A’ CHIDSIN		non-fiction	non-fiction	247	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19293	FUINE: Series 4		mairi macritchie is in the highlands and islands meeting some of the country's finest cooks and bakers, who share with her their favourite and most treasured recipes [source - bbc] episode 1. impress.	Mairi MacRitchie is in the Highlands and islands meeting some of the country's finest cooks and bakers, who share with her their favourite and most treasured recipes [Source - BBC] Episode 1. Impress.	175	2	True	False	True	Source - BBC	0	False	0	0
(filmRef)19294	FUINE: Series 4		mairi macritchie is in the highlands and islands meeting some of the country's finest cooks and bakers, who share with her their favourite and most treasured recipes [source - bbc] epiosde 2. bread.	Mairi MacRitchie is in the Highlands and islands meeting some of the country's finest cooks and bakers, who share with her their favourite and most treasured recipes [Source - BBC] Epiosde 2. Bread.	176	2	True	False	True	Source - BBC	0	False	0	0
(filmRef)19295	FUINE: Series 4		mairi macritchie is in the highlands and islands meeting some of the country's finest cooks and bakers, who share with her their favourite and most treasured recipes [source - bbc] epiosde 3. something different.	Mairi MacRitchie is in the Highlands and islands meeting some of the country's finest cooks and bakers, who share with her their favourite and most treasured recipes [Source - BBC] Epiosde 3. Something Different.	190	2	True	False	True	Source - BBC	0	False	0	0
(filmRef)19296	FUINE: Series 4		mairi macritchie is in the highlands and islands meeting some of the country's finest cooks and bakers, who share with her their favourite and most treasured recipes [source - bbc] episode 4. classics.	Mairi MacRitchie is in the Highlands and islands meeting some of the country's finest cooks and bakers, who share with her their favourite and most treasured recipes [Source - BBC] Episode 4. Classics.	181	2	True	False	True	Source - BBC	0	False	0	0
(filmRef)19297	FUINE: Series 4		mairi macritchie is in the highlands and islands meeting some of the country's finest cooks and bakers, who share with her their favourite and most treasured recipes [source - bbc] episode 5. puddings.	Mairi MacRitchie is in the Highlands and islands meeting some of the country's finest cooks and bakers, who share with her their favourite and most treasured recipes [Source - BBC] Episode 5. Puddings.	191	2	True	False	True	Source - BBC	0	False	0	0
(filmRef)19298	FUINE: Series 4		mairi macritchie is in the highlands and islands meeting some of the country's finest cooks and bakers, who share with her their favourite and most treasured recipes [source - bbc] episode 6. biscuits.	Mairi MacRitchie is in the Highlands and islands meeting some of the country's finest cooks and bakers, who share with her their favourite and most treasured recipes [Source - BBC] Episode 6. Biscuits.	190	2	True	False	True	Source - BBC	0	False	0	0
(filmRef)19299	FUINE: Series 4		mairi macritchie is in the highlands and islands meeting some of the country's finest cooks and bakers, who share with her their favourite and most treasured recipes [source - bbc] episode 7. seasonal.	Mairi MacRitchie is in the Highlands and islands meeting some of the country's finest cooks and bakers, who share with her their favourite and most treasured recipes [Source - BBC] Episode 7. Seasonal.	188	2	True	False	True	Source - BBC	0	False	0	0
(filmRef)1930	MIGHTY CUNARDER LAUNCHED, the	1934.0	non-fiction; newsreel	non-fiction; newsreel	32	4	True	False	False		3	True	1	0
(filmRef)19300	CEARCALL		non-fiction	non-fiction	154	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19301	CEARCALL		non-fiction	non-fiction	154	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19302	CEARCALL		non-fiction	non-fiction	129	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19303	CEARCALL		non-fiction	non-fiction	186	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19304	CEARCALL		non-fiction	non-fiction	184	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19305	CEARCALL		non-fiction	non-fiction	199	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19306	CEARCALL		non-fiction	non-fiction	157	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19307	CEARCALL		non-fiction	non-fiction	208	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19308	CEARCALL		non-fiction	non-fiction	159	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19309	CEARCALL		non-fiction	non-fiction	185	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)1931	FARMER IN THE FIELDS, a	1936.0	non-fiction; educational	non-fiction; educational	162	4	True	False	True	p.c. Elder Dalrymple Films	1	True	7	0
(filmRef)19310	CEARCALL		non-fiction	non-fiction	166	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19311	CEARCALL		non-fiction	non-fiction	102	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19312	PORT: Series 3		credits: presenters julie fowlis, muireann nic amhlaoibh.	Credits: presenters Julie Fowlis, Muireann Nic Amhlaoibh.	166	3	True	False	True	source - BBC Alba	0	False	0	0
(filmRef)19313	PORT: Series 3		credits: presenters julie fowlis, muireann nic amhlaoibh.	Credits: presenters Julie Fowlis, Muireann Nic Amhlaoibh.	123	3	True	False	True	source - BBC Alba	0	False	0	0
(filmRef)19314	PORT: Series 3		credits: presenters julie fowlis, muireann nic amhlaoibh.	Credits: presenters Julie Fowlis, Muireann Nic Amhlaoibh.	155	3	True	False	True	source - BBC Alba	0	False	0	0
(filmRef)19315	PORT: Series 3		credits: presenters julie fowlis, muireann nic amhlaoibh.	Credits: presenters Julie Fowlis, Muireann Nic Amhlaoibh.	209	3	True	False	True	source - BBC Alba	0	False	0	0
(filmRef)19316	PORT: Series 3		credits: presenters julie fowlis, muireann nic amhlaoibh.	Credits: presenters Julie Fowlis, Muireann Nic Amhlaoibh.	226	3	True	False	True	source - BBC Alba	0	False	0	0
(filmRef)19317	PORT: Series 3		credits: presenters julie fowlis, muireann nic amhlaoibh.	Credits: presenters Julie Fowlis, Muireann Nic Amhlaoibh.	137	3	True	False	True	source - BBC Alba	0	False	0	0
(filmRef)19318	PORT: Series 3		credits: presenters julie fowlis, muireann nic amhlaoibh.	Credits: presenters Julie Fowlis, Muireann Nic Amhlaoibh.	152	3	True	False	True	source - BBC Alba	0	False	0	0
(filmRef)19319	PORT: Series 3		credits: presenters julie fowlis, muireann nic amhlaoibh.	Credits: presenters Julie Fowlis, Muireann Nic Amhlaoibh.	138	3	True	False	True	source - BBC Alba	0	False	0	0
(filmRef)1932	"SOVEREIGN ""SCOTCH"", the"	1928.0	non-fiction; advertising	non-fiction; advertising	229	4	True	False	False		3	True	11	0
(filmRef)19320	PORT: Series 3		credits: presenters julie fowlis, muireann nic amhlaoibh.	Credits: presenters Julie Fowlis, Muireann Nic Amhlaoibh.	138	3	True	False	True	source - BBC Alba	0	False	0	0
(filmRef)19321	PORT: Series 3		credits: presenters julie fowlis, muireann nic amhlaoibh.	Credits: presenters Julie Fowlis, Muireann Nic Amhlaoibh.	138	3	True	False	True	source - BBC Alba	0	False	0	0
(filmRef)19322	BINNEAS		non-fiction	non-fiction	20	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19323	BINNEAS		non-fiction	non-fiction	19	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19324	CEÒL ULAIDH		non-fiction	non-fiction	321	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19325	TANNADICE 87		non-fiction	non-fiction	160	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19326	BANNAN: Series 4	2017.0	fiction	fiction	333	4	True	False	False		0	False	0	0
(filmRef)19327	BANNAN: Series 4	2017.0	fiction	fiction	171	4	True	False	False		0	False	0	0
(filmRef)19328	BANNAN: Series 4	2017.0	fiction	fiction	125	4	True	False	False		0	False	0	0
(filmRef)19329	BANNAN: Series 4	2017.0	fiction	fiction	143	4	True	False	False		0	False	0	0
(filmRef)1933	DUNDEE POLICE SPORTS	1921.0	non-fiction; sponsored	non-fiction; sponsored	167	4	True	False	True	Shots throughout of Dens Park Stadium's Provost Road stand under construction	6	True	11	0
(filmRef)19330	BANNAN: Series 4	2017.0	fiction	fiction	120	4	True	False	False		0	False	0	0
(filmRef)19331	TRUSADH: Series 8	2016.0	non-fiction; television documentary	non-fiction; television documentary	407	4	False	False	True	Non-subtitled	0	False	0	0
(filmRef)19332	TRUSADH: Series 9	2017.0	non-fiction; television documentary	non-fiction; television documentary	262	4	False	False	True	Non-subtitled	0	False	0	0
(filmRef)19333	TRUSADH: Series 9	2017.0	non-fiction; television documentary	non-fiction; television documentary	329	4	False	False	True	Non-subtitled	0	False	0	0
(filmRef)19334	TRUSADH: Series 9		non-fiction; television documentary	non-fiction; television documentary	298	4	False	False	True	Non-subtitled	0	False	0	0
(filmRef)19335	TRUSADH: Series 9	2017.0	non-fiction; television documentary	non-fiction; television documentary	313	5	True	False	True	Non-subtitled	0	False	0	0
(filmRef)19336	TRUSADH: Series 9	2017.0	non-fiction; television documentary	non-fiction; television documentary	310	4	False	False	True	Non-subtitled	0	False	0	0
(filmRef)19337	TRUSADH: Series 9	2017.0	non-fiction; television documentary	non-fiction; television documentary	277	4	False	False	True	Non-subtitled	0	False	0	0
(filmRef)19338	TRUSADH: Series 9	2016.0	non-fiction; television documentary	non-fiction; television documentary	444	4	False	False	True	p. Mairi NicIlleathain, Padruig MacCuinn	0	False	0	0
(filmRef)19339	TRUSADH: Series 9	2016.0	non-fiction; television documentary	non-fiction; television documentary	325	4	False	False	True	Non-subtitled	0	False	0	0
(filmRef)1934	DUMBARTON CASTLE	1966.0	non-fiction; amateur	non-fiction; amateur	68	4	True	False	True	Made as a student film for Central London Polytechnic.	2	True	1	0
(filmRef)19340	TRUSADH: Series 9	2016.0	non-fiction; television documentary	non-fiction; television documentary	496	4	False	False	True	Non-subtitled	0	False	0	0
(filmRef)19341	SEIRM: Series 3	2017.0	non-fiction; television arts	non-fiction; television arts	216	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19342	SEIRM: Series 3	2017.0	non-fiction; television arts	non-fiction; television arts	212	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19343	SEIRM: Series 3	2017.0	non-fiction; television arts	non-fiction; television arts	187	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19344	DHAN UISGE		non-fiction	non-fiction	343	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19345	BAINNSEAN		non-fiction	non-fiction	69	2	False	False	True	Source - BBC Online	0	False	0	0
(filmRef)19346	BAINNSEAN		non-fiction	non-fiction	55	2	False	False	True	Source - BBC Online	0	False	0	0
(filmRef)19347	CAIRDEAN: Series 3	2004.0	non-fiction	non-fiction	56	3	False	False	True	Source - Radio Times	0	False	0	0
(filmRef)19348	CAIRDEAN: Series 3	2004.0	non-fiction	non-fiction	54	3	False	False	True	Source - Radio Times	0	False	0	0
(filmRef)19349	BELLADRUM 2016		non-fiction	non-fiction	50	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)1935	FORGE, the	1962.0	non-fiction; instructional	non-fiction; instructional	102	4	True	False	False		1	True	8	0
(filmRef)19350	BELLADRUM 2016		non-fiction	non-fiction	46	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19351	BELLADRUM 2016		non-fiction	non-fiction	46	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19352	BELLADRUM 2016		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19353	BELLADRUM 2016		non-fiction	non-fiction	49	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19354	BELLADRUM 2016		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19355	BELLADRUM 2016		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19356	BELLADRUM 2016		non-fiction	non-fiction	48	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19357	BELLADRUM 2016		non-fiction	non-fiction	46	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19358	BELLADRUM 2016		non-fiction	non-fiction	46	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19359	BELLADRUM 2016		non-fiction	non-fiction	48	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19360	BELLADRUM 2016		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19361	BELLADRUM 2016		non-fiction	non-fiction	46	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19362	BELLADRUM 2016		non-fiction	non-fiction	48	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19363	BELLADRUM 2016		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19364	BELLADRUM 2016		non-fiction	non-fiction	49	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19365	BELLADRUM 2016		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19366	BELLADRUM 2016		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19367	BELLADRUM 2016		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19368	SEIRM: Series 3	2017.0	non-fiction; television arts	non-fiction; television arts	212	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19369	SEIRM: Series 3	2017.0	non-fiction; television arts	non-fiction; television arts	169	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)1937	BRIDE AND GROOM	1956.0	fiction; amateur	fiction; amateur	139	5	True	False	True	Award winner in the 1957 Scottish Amateur Film Festival.	2	True	5	0
(filmRef)19370	SEIRM: Series 3	2017.0	non-fiction; television arts	non-fiction; television arts	175	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19371	BELLADRUM 2016		non-fiction	non-fiction	46	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19372	BELLADRUM 2016		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19373	BELLADRUM 2016		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19374	BELLADRUM 2016		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19375	BELLADRUM 2016		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19376	BELLADRUM 2016		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19377	BELLADRUM 2016		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19378	BELLADRUM 2016		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19379	TALAMH GU TRUINNSEAR		non-fiction	non-fiction	348	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19380	TALAMH GU TRUINNSEAR		non-fiction	non-fiction	354	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19381	NORTH COAST 500, the	2017.0	non-fiction	non-fiction	30	2	False	False	False		0	False	0	0
(filmRef)19382	NORTH COAST 500, the	2017.0	non-fiction	non-fiction	35	2	False	False	False		0	False	0	0
(filmRef)19383	NORTH COAST 500, the	2017.0	non-fiction	non-fiction	27	2	False	False	False		0	False	0	0
(filmRef)19384	NORTH COAST 500, the	2017.0	non-fiction	non-fiction	24	2	False	False	False		0	False	0	0
(filmRef)19385	GACH CREUTAIR BEO = VETS: Series 4		non-fiction; television documentary	non-fiction; television documentary	144	3	True	False	False		1	False	0	0
(filmRef)19386	GACH CREUTAIR BEO = VETS: Series 4		non-fiction; television documentary	non-fiction; television documentary	199	3	True	False	False		1	False	0	0
(filmRef)19387	GACH CREUTAIR BEO = VETS: Series 4		non-fiction; television documentary	non-fiction; television documentary	195	3	True	False	False		1	False	0	0
(filmRef)19388	GACH CREUTAIR BEO = VETS: Series 4		non-fiction; television documentary	non-fiction; television documentary	196	3	True	False	False		1	False	0	0
(filmRef)19389	GACH CREUTAIR BEO = VETS: Series 4		non-fiction; television documentary	non-fiction; television documentary	209	3	True	False	False		1	False	0	0
(filmRef)1939	LOWLANDS OF SCOTLAND	1946.0	non-fiction; travelogue	non-fiction; travelogue	358	5	True	False	True	comm. w. and comm. s. E. V. H. Emmett	15	True	37	0
(filmRef)19390	GACH CREUTAIR BEO = VETS: Series 4		non-fiction; television documentary	non-fiction; television documentary	176	3	True	False	False		1	False	0	0
(filmRef)19391	GACH CREUTAIR BEO = VETS: Series 4		non-fiction; television documentary	non-fiction; television documentary	122	3	True	False	False		1	False	0	0
(filmRef)19392	GACH CREUTAIR BEO = VETS: Series 4		non-fiction; television documentary	non-fiction; television documentary	186	3	True	False	False		1	False	0	0
(filmRef)19393	GACH CREUTAIR BEO = VETS: Series 4		non-fiction; television documentary	non-fiction; television documentary	151	3	True	False	False		1	False	0	0
(filmRef)19394	GACH CREUTAIR BEO = VETS: Series 4		non-fiction; television documentary	non-fiction; television documentary	174	3	True	False	False		1	False	0	0
(filmRef)19395	GACH CREUTAIR BEO = VETS: Series 4		non-fiction; television documentary	non-fiction; television documentary	138	3	True	False	False		1	False	0	0
(filmRef)19396	GACH CREUTAIR BEO = VETS: Series 4		non-fiction; television documentary	non-fiction; television documentary	181	3	True	False	False		1	False	0	0
(filmRef)19397	BELLADRUM 2016		non-fiction	non-fiction	57	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19398	BELLADRUM 2016		non-fiction	non-fiction	63	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19399	BELLADRUM 2016		non-fiction	non-fiction	62	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)1940	FLYWEIGHT CHAMPIONSHIP OF THE WORLD, LYNCH v MONTANA	1937.0	non-fiction; sports	non-fiction; sports	197	5	True	True	False		1	True	4	0
(filmRef)19400	CEÒL EITHNE NÍ UALLACHÁIN		non-fiction	non-fiction	20	2	False	False	True	Subtitled	0	False	0	0
(filmRef)19401	AIR AN RATHAD: SPECIALS	2017.0	non-fiction; television sport	non-fiction; television sport	279	3	True	False	False		1	False	0	0
(filmRef)19402	AIR AN RATHAD: SPECIALS	2017.0	non-fiction; television sport	non-fiction; television sport	333	3	True	False	True	Source - BBC online	1	False	0	0
(filmRef)19403	AIR AN RATHAD: SPECIALS	2017.0	non-fiction; television sport	non-fiction; television sport	245	3	True	False	True	Source - BBC online	1	False	0	0
(filmRef)19404	AIR AN RATHAD: SPECIALS	2017.0	non-fiction; television sport	non-fiction; television sport	268	3	True	False	True	Source - BBC online	1	False	0	0
(filmRef)19405	AIR AN RATHAD: SPECIALS	2017.0	non-fiction; television sport	non-fiction; television sport	342	3	True	False	True	Source - BBC online	1	False	0	0
(filmRef)19406	AIR A' CHANÀL		non-fiction	non-fiction	357	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19407	AIR A' CHANÀL		non-fiction	non-fiction	208	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19408	AIR A' CHANÀL		non-fiction	non-fiction	357	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19409	AIR A' CHANÀL		non-fiction	non-fiction	355	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19410	BHA MI LATHA SAMHRAIDH	2017.0	non-fiction; television documentary	non-fiction; television documentary	242	4	True	False	True	presenter Ceitlin LR Smith	1	False	0	0
(filmRef)19411	BFG, AM		fiction	fiction	118	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19412	TREUD NA DLÙTH-CHOILLE				0	0	False	False	False		0	False	0	0
(filmRef)19413	RANNAN RAPACH		fiction	fiction	99	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19414	ALPHA & OMEGA		fiction	fiction	168	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19415	BHIPO		fiction	fiction	96	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19416	ROBIN HOOD		fiction	fiction	41	2	False	False	False		0	False	0	0
(filmRef)19417	CEITIDH MÒRAG: SERIES 1		fiction	fiction	153	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19418	CEITIDH MÒRAG: SERIES 1		fiction	fiction	138	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19419	IGAM OGAM: SERIES 2		fiction	fiction	90	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)1942	FACES	1957.0	fiction; experimental	fiction; experimental	413	5	True	False	True	The Park Keeper Bill Gleeson with Rose McBain & James Graham; David McKail and three wee boys from Maitland St. other parts Walter Campbell, Irene Cox, Kate Gardiner, James Sleigh	3	True	14	2
(filmRef)19420	FIOR BHALL-COISE: SERIES 1		fiction	fiction	155	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19421	ÀRD-SGOIL A’ CHNUIC ANNASAICH		fiction	fiction	148	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19422	ZACK & QUACK		fiction	fiction	139	3	True	False	True	Source - BBC online	0	False	0	0
(filmRef)19423	GLAC BLAKE		fiction	fiction	113	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19424	ALVINNN AGUS NA CHIPMUNKS		fiction	fiction	126	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19425	SRAID NAN SGREAD		fiction	fiction	122	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19426	NA FLOOGALS		fiction	fiction	93	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19427	TREUD NA DLÙTH-CHOILLE				0	0	False	False	False		0	False	0	0
(filmRef)19428	SÙ SHIÙSAIDH		fiction	fiction	38	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19429	TREE FU TOM				0	0	False	False	False		0	False	0	0
(filmRef)1943	ENCHANTED ISLES	1957.0	non-fiction; sponsored	non-fiction; sponsored	388	5	True	False	True	end of reel 1	7	True	34	2
(filmRef)19430	CREAG NAM BUTHAIDEAN		fiction	fiction	81	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19431	FLAPAIR ‘S A’ CHARAIDEAN		fiction	fiction	136	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19432	SAOGHAL BODACH NA NOLLAIG		fiction	fiction	22	2	False	False	False		0	False	0	0
(filmRef)19433	NA H-UILEBHEISTEAN		fiction	fiction	56	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19434	SPAIC IS NA FÈIDH LOCHLANNACH		fiction	fiction	31	2	False	False	False		0	False	0	0
(filmRef)19435	RAINSE, AN		fiction	fiction	94	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19436	SEONAIDH: SERIES 3		fiction	fiction	44	2	False	False	False		0	False	0	0
(filmRef)19437	LEUM SUAS AIR AN SGUAB = ROOM ON THE BROOM	2013.0	fiction	fiction	161	3	True	False	True	source - BBC Alba	0	False	0	0
(filmRef)19438	AIR CHALL ‘S AIR LORG		fiction	fiction	94	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19439	PUPADAIDH AS T-FHOGHAR		fiction	fiction	116	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)1944	DRIFTERS [Extract]	1929.0	non-fiction; documentary	non-fiction; documentary	72	4	True	False	True	d. John Grierson	2	True	1	0
(filmRef)19440	LÌOG OILLTEIL NAN SÀR EUCOIR: SERIES 3		fiction	fiction	147	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19441	ABADAS: SERIES 2		fiction	fiction	40	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19442	BHIPO: SERIES 1		fiction	fiction	91	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19443	SEOC		fiction	fiction	86	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19444	BHIPO: SERIES 2		fiction	fiction	110	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19445	ÒRAN NA MARA		fiction	fiction	114	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)19446	PROSBAIG		non-fiction	non-fiction	78	2	False	False	False		0	False	0	0
(filmRef)19447	PROSBAIG		non-fiction	non-fiction	96	2	False	False	False		0	False	0	0
(filmRef)19448	PROSBAIG		non-fiction	non-fiction	87	2	False	False	False		0	False	0	0
(filmRef)19449	PROSBAIG		non-fiction	non-fiction	83	2	False	False	False		0	False	0	0
(filmRef)1945	CLIMATE MADE TO MEASURE	1959.0	non-fiction; animation	Non-Fiction; animation	45	3	True	False	False		0	True	1	0
