film_ref	title	year	genre_tag	genre_tag_raw	desc_word_count	n_desc_fields	has_shotlist	has_reels	has_credit_line	credit_text	n_subjects	has_timecodes	timecode_count	n_creators
(filmRef)16822	CUIBHLICHEAN AN FHORTAIN: Series 1	2010.0	non-fiction	non-fiction	30	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16823	PEPPA		fiction	fiction	23	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16824	PEPPA		fiction	fiction	23	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16825	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	46	3	False	False	False		1	False	0	0
(filmRef)16826	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	30	3	False	False	False		1	False	0	0
(filmRef)16827	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	40	3	False	False	False		1	False	0	0
(filmRef)16828	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	43	3	False	False	False		1	False	0	0
(filmRef)16829	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	44	3	False	False	False		1	False	0	0
(filmRef)1683	OLD COLLEGE, the	1957.0	non-fiction; sponsored	non-fiction; sponsored	317	5	True	False	False		4	True	36	1
(filmRef)16830	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	37	3	False	False	False		1	False	0	0
(filmRef)16831	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	41	3	False	False	False		1	False	0	0
(filmRef)16832	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	51	3	False	False	False		1	False	0	0
(filmRef)16833	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	39	3	False	False	False		1	False	0	0
(filmRef)16834	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	35	3	False	False	False		1	False	0	0
(filmRef)16835	AIR AN RATHAD: Series 2	2019.0	non-fiction; television sport	non-fiction; television sport	144	3	True	False	True	Source - BBC online	1	False	0	0
(filmRef)16836	AIR AN RATHAD: Series 2	2019.0	non-fiction; television sport	non-fiction; television sport	138	3	True	False	True	Source - BBC online	1	False	0	0
(filmRef)16837	AIR AN RATHAD: Series 2	2019.0	non-fiction; television sport	non-fiction; television sport	142	3	True	False	True	Source - BBC online	1	False	0	0
(filmRef)16838	AIR AN RATHAD: Series 2	2019.0	non-fiction; television sport	non-fiction; television sport	155	3	True	False	True	Source - BBC online	1	False	0	0
(filmRef)16839	AIR AN RATHAD: Series 2	2019.0	non-fiction; television sport	non-fiction; television sport	161	3	True	False	True	Source - BBC online	1	False	0	0
(filmRef)1684	NEW LIVES	1939.0	fiction; sponsored religion	fiction; sponsored religion	638	5	True	True	False		5	True	37	2
(filmRef)16840	AIR AN RATHAD: Series 2	2019.0	non-fiction; television sport	non-fiction; television sport	134	3	True	False	True	Source - BBC online	1	False	0	0
(filmRef)16841	AIR AN RATHAD: Series 2	2019.0	non-fiction; television sport	non-fiction; television sport	138	3	True	False	True	Source - BBC online	1	False	0	0
(filmRef)16842	AIR AN RATHAD: Series 2	2019.0	non-fiction; television sport	non-fiction; television sport	122	3	True	False	True	Source - BBC online	1	False	0	0
(filmRef)16843	FREUMHAN	2009.0	non-fiction; television documentary	non-fiction; television documentary	141	3	True	False	True	Source - BBC Alba	1	False	0	0
(filmRef)16844	BOTHAN AIR A’ PHRÈIRIDH		non-fiction	non-fiction	194	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16845	ROBERT BLACK - COIGREACH GUN CHOGAIS		non-fiction	non-fiction	45	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16846	A' BHLIADHNA	2009.0	non-fiction	non-fiction	21	2	False	False	False		0	False	0	0
(filmRef)16847	SPÒRS NA BLIADHNA		non-fiction	non-fiction	33	2	False	False	False		0	False	0	0
(filmRef)16848	NA H-ÒGANAICH		non-fiction	non-fiction	54	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16849	PIPING LIVE		non-fiction	non-fiction	142	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)1685	THREE MUST-GET-THERES, the	1949.0	non-fiction; amateur	non-fiction; amateur	335	5	True	False	True	filmed by W. Nimmo SAAC member, Ayr	3	True	17	1
(filmRef)16850	PIPING LIVE		non-fiction	non-fiction	142	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16851	TATÙ RÌOGHAIL DHÙN ÈIDEANN 2009		non-fiction	non-fiction	45	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16852	T-HIORTACH, AN		non-fiction	non-fiction	139	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16853	BLAS		non-fiction	non-fiction	294	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16854	MÒD 2009	2009.0	non-fiction; television arts	non-fiction; television arts	12	2	False	False	False		1	False	0	0
(filmRef)16855	MÒD 2009	2009.0	non-fiction; television arts	non-fiction; television arts	12	2	False	False	False		1	False	0	0
(filmRef)16856	MÒD 2009	2009.0	non-fiction; television arts	non-fiction; television arts	12	2	False	False	False		1	False	0	0
(filmRef)16857	TURAS A' BHRADAIN: Series 1	2009.0	non-fiction; television agriculture	non-fiction; television agriculture	24	3	False	False	False		1	False	0	0
(filmRef)16858	TURAS A' BHRADAIN: Series 1	2009.0	non-fiction; television agriculture	non-fiction; television agriculture	25	3	False	False	False		1	False	0	0
(filmRef)16859	TURAS A' BHRADAIN: Series 1	2009.0	non-fiction; television agriculture	non-fiction; television agriculture	24	3	False	False	False		1	False	0	0
(filmRef)1686	CALEDONIAN CANAL, the	1969.0	non-fiction; amateur	non-fiction; amateur	453	5	True	False	True	filmed by D.G. Russell	2	True	23	0
(filmRef)16860	TURAS A' BHRADAIN: Series 1	2009.0	non-fiction; television agriculture	non-fiction; television agriculture	24	3	False	False	False		1	False	0	0
(filmRef)16861	TURAS A' BHRADAIN: Series 1	2009.0	non-fiction; television agriculture	non-fiction; television agriculture	24	3	False	False	False		1	False	0	0
(filmRef)16862	TURAS A' BHRADAIN: Series 1	2009.0	non-fiction; television agriculture	non-fiction; television agriculture	25	3	False	False	False		1	False	0	0
(filmRef)16863	EÒRPA: Series 17		non-fiction	non-fiction	68	3	False	False	True	Source - Radio times	0	False	0	0
(filmRef)16864	EÒRPA: Series 17		non-fiction	non-fiction	62	3	False	False	True	Source - Radio times	0	False	0	0
(filmRef)16865	EÒRPA: Series 17		non-fiction	non-fiction	61	3	False	False	True	Source - Radio times	0	False	0	0
(filmRef)16866	EÒRPA: Series 17		non-fiction	non-fiction	65	3	False	False	True	Source - Radio times	0	False	0	0
(filmRef)16867	EÒRPA: Series 17		non-fiction	non-fiction	61	3	False	False	True	Source - Radio times	0	False	0	0
(filmRef)16868	EÒRPA: Series 17		non-fiction	non-fiction	60	3	False	False	True	Source - Radio times	0	False	0	0
(filmRef)16869	EÒRPA: Series 17		non-fiction	non-fiction	61	3	False	False	True	Source - Radio times	0	False	0	0
(filmRef)1687	FORTH AND CLYDE CANAL, the	1962.0	non-fiction; amateur	non-fiction; amateur	534	4	True	False	True	filmed by D.G. Russell	13	True	33	0
(filmRef)16870	EÒRPA: Series 17		non-fiction	non-fiction	49	3	False	False	True	Source - Radio times	0	False	0	0
(filmRef)16871	EÒRPA: Series 17		non-fiction	non-fiction	69	3	False	False	True	Source - Radio times	0	False	0	0
(filmRef)16872	RÈ EÒRPA: SERIES 17		non-fiction	non-fiction	12	2	False	False	False		0	False	0	0
(filmRef)16873	RÈ EÒRPA: SERIES 17		non-fiction	non-fiction	17	2	False	False	False		0	False	0	0
(filmRef)16874	RÈ EÒRPA: SERIES 17		non-fiction	non-fiction	15	2	False	False	False		0	False	0	0
(filmRef)16875	RÈ EÒRPA: SERIES 17		non-fiction	non-fiction	16	2	False	False	False		0	False	0	0
(filmRef)16876	TRUMP: An Tilleadh	2009.0	non-fiction; television documentary	non-fiction; television documentary	233	3	True	False	True	Source - MG Alba	5	False	0	0
(filmRef)16877	DENNIS NILSEN - GRÀDH A' BHÀIS?		non-fiction	non-fiction	35	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16878	RAPAL: SERIES 5		non-fiction	non-fiction	47	2	False	False	True	Source - All Media Scotland	0	False	0	0
(filmRef)16879	RAPAL: Series 5		non-fiction	non-fiction	41	2	False	False	True	Source - All Media Scotland	0	False	0	0
(filmRef)1688	SCOTTISH NATIONAL ZOOLOGICAL PARK	1932.0	non-fiction; amateur sponsored	non-fiction; amateur sponsored	115	4	True	False	True	filmed by D.G. Russell	7	True	6	0
(filmRef)16880	CUIDE RI CATHY: Series 1	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	71	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)16881	CUIDE RI CATHY: Series 2	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	82	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)16882	CUIDE RI CATHY: Series 2	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	79	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)16883	CUIDE RI CATHY: Series 2	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	81	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)16884	CUIDE RI CATHY: Series 2	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	75	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)16885	CUIDE RI CATHY: Series 2	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	72	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)16886	CUIDE RI CATHY: Series 2	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	72	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)16887	CUIDE RI CATHY: Series 2	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	76	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)16888	CUIDE RI CATHY: Series 2	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	87	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)16889	CUIDE RI CATHY: Series 2	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	63	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)1689	(BENNY LYNCH COMPILATION)		non-fiction	non-fiction	229	4	True	False	True	Commentary missing	0	True	18	0
(filmRef)16890	CEÒL COUNTRY: Series 2	2009.0	non-fiction; television arts	non-fiction; television arts	14	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)16891	CEÒL COUNTRY: Series 2	2009.0	non-fiction; television arts	non-fiction; television arts	14	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)16892	CEÒL COUNTRY: Series 2	2009.0	non-fiction; television arts	non-fiction; television arts	14	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)16893	CEÒL COUNTRY: Series 2	2009.0	non-fiction; television arts	non-fiction; television arts	14	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)16894	CEÒL COUNTRY: Series 2	2009.0	non-fiction; television arts	non-fiction; television arts	14	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)16895	BAINNSEAN		non-fiction	non-fiction	55	2	False	False	True	Source - BBC Online	0	False	0	0
(filmRef)16896	BAINNSEAN		non-fiction	non-fiction	51	2	False	False	True	Source - BBC Online	0	False	0	0
(filmRef)16897	BAINNSEAN		non-fiction	non-fiction	54	2	False	False	True	Source - BBC Online	0	False	0	0
(filmRef)16898	BAINNSEAN		non-fiction	non-fiction	56	2	False	False	True	Source - BBC Online	0	False	0	0
(filmRef)16899	CÒCAIRE NAN CÒCAIREAN	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	23	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)1690	[FINNART OCEAN TERMINAL]	1957.0	non-fiction; television documentary	non-fiction; television documentary	102	4	True	False	True	p.c. possibly BBC Television	6	True	5	0
(filmRef)16900	CÒCAIRE NAN CÒCAIREAN	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	19	2	False	False	False		1	False	0	0
(filmRef)16901	CÒCAIRE NAN CÒCAIREAN	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	19	2	False	False	False		1	False	0	0
(filmRef)16902	CÒCAIRE NAN CÒCAIREAN	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	18	2	False	False	False		1	False	0	0
(filmRef)16903	CÒCAIRE NAN CÒCAIREAN	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	19	2	False	False	False		1	False	0	0
(filmRef)16904	CÒCAIRE NAN CÒCAIREAN	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	19	2	False	False	False		1	False	0	0
(filmRef)16905	CÒCAIRE NAN CÒCAIREAN	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	18	2	False	False	False		1	False	0	0
(filmRef)16906	CÒCAIRE NAN CÒCAIREAN	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	19	2	False	False	False		1	False	0	0
(filmRef)16907	CÒCAIRE NAN CÒCAIREAN	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	18	2	False	False	False		1	False	0	0
(filmRef)16908	CÒCAIRE NAN CÒCAIREAN	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	19	2	False	False	False		1	False	0	0
(filmRef)16909	CÒCAIRE NAN CÒCAIREAN	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	19	2	False	False	False		1	False	0	0
(filmRef)1691	GREENOCK PLANS AHEAD	1948.0	non-fiction; sponsored	non-fiction; sponsored	673	5	True	False	False		8	True	51	0
(filmRef)16910	CÒCAIRE NAN CÒCAIREAN	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	19	2	False	False	False		1	False	0	0
(filmRef)16911	CÒCAIRE NAN CÒCAIREAN	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	19	2	False	False	False		1	False	0	0
(filmRef)16912	CÒCAIRE NAN CÒCAIREAN	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	19	2	False	False	False		1	False	0	0
(filmRef)16913	CÒCAIRE NAN CÒCAIREAN	2009.0	non-fiction; television entertainment	non-fiction; television entertainment	19	2	False	False	False		1	False	0	0
(filmRef)16914	CÒCAIRE NAN CÒCAIREAN	2007.0	non-fiction; television entertainment	non-fiction; television entertainment	19	2	False	False	False		1	False	0	0
(filmRef)16915	CÒCAIRE NAN CÒCAIREAN	2007.0	non-fiction; television entertainment	non-fiction; television entertainment	19	2	False	False	False		1	False	0	0
(filmRef)16916	TROM IS TAPAIDH	2009.0	non-fiction; television documentary	non-fiction; television documentary	25	2	False	False	False		1	False	0	0
(filmRef)16917	TROM IS TAPAIDH	2009.0	non-fiction; television documentary television sport	non-fiction; television documentary television sport	25	2	False	False	False		1	False	0	0
(filmRef)16918	TROM IS TAPAIDH	2009.0	non-fiction; television documentary television sport	non-fiction; television documentary television sport	30	2	False	False	False		1	False	0	0
(filmRef)16919	TRUSADH: Series 1	2009.0	non-fiction; television documentary	non-fiction; television documentary	208	4	False	False	True	Non-subtitled	0	False	0	0
(filmRef)1692	TRAMPING AND CAMPING	1948.0	non-fiction; educational nature	non-fiction; educational nature	311	5	True	False	False		6	True	23	1
(filmRef)16920	TRUSADH: Series 1	2009.0	non-fiction; television documentary	non-fiction; television documentary	157	4	False	False	True	Non-subtitled	0	False	0	0
(filmRef)16921	TRUSADH: Series 1	2009.0	non-fiction; television documentary	non-fiction; television documentary	171	4	False	False	True	Non-subtitled	0	False	0	0
(filmRef)16922	TRUSADH: Series 1	2009.0	non-fiction; television documentary	non-fiction; television documentary	149	4	False	False	True	Non-subtitled	0	False	0	0
(filmRef)16923	TRUSADH: Series 1	2009.0	non-fiction; television documentary	non-fiction; television documentary	132	4	False	False	True	Non-subtitled	0	False	0	0
(filmRef)16924	TRUSADH: Series 1	2009.0	non-fiction; television documentary	non-fiction; television documentary	117	4	False	False	True	Non-subtitled	0	False	0	0
(filmRef)16925	SHEINN AM BÀRD		non-fiction	non-fiction	46	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16926	SHEINN AM BÀRD		non-fiction	non-fiction	40	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16927	SHEINN AM BÀRD		non-fiction	non-fiction	22	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16928	SHEINN AM BÀRD		non-fiction	non-fiction	39	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16929	SHEINN AM BÀRD		non-fiction	non-fiction	43	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)1693	OUR CITIZEN ARMY	1938.0	non-fiction; promotional	non-fiction; promotional	638	5	True	False	True	ground aerial shots	10	True	37	0
(filmRef)16930	SHEINN AM BÀRD		non-fiction	non-fiction	56	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16931	DISAPPEARING ISLAND: AN-DIUGH		non-fiction	non-fiction	38	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16932	SULASGEIR AN-DIUGH		non-fiction	non-fiction	33	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16933	SONG OF CROTAL AND WHITE AN-DUIGH	2009.0	non-fiction	non-fiction	20	2	False	False	False		0	False	0	0
(filmRef)16934	‘S FHEÀIRRDE DUINE GÀIRE		fiction	fiction	37	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16935	BLAS		non-fiction	non-fiction	63	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16936	BLAS		non-fiction	non-fiction	89	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16937	BLAS		non-fiction	non-fiction	194	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16938	ALLELUIA!	2009.0	non-fiction; television religion	non-fiction; television religion	55	3	False	False	False		1	False	0	0
(filmRef)16939	ALLELUIA!	2009.0	non-fiction; television religion	non-fiction; television religion	50	3	False	False	False		1	False	0	0
(filmRef)1694	INDUSTRIAL CLYDESDALE	1938.0	non-fiction; educational	non-fiction; educational	446	5	True	False	True	Distributed by Educational and General Services Limited	8	True	23	2
(filmRef)16940	ALLELUIA!	2009.0	non-fiction; television religion	non-fiction; television religion	38	2	False	False	False		1	False	0	0
(filmRef)16941	ALLELUIA!	2009.0	non-fiction; television religion	non-fiction; television religion	29	2	False	False	False		1	False	0	0
(filmRef)16942	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	41	2	False	False	False		1	False	0	0
(filmRef)16943	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	35	2	False	False	False		1	False	0	0
(filmRef)16944	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	46	2	False	False	False		1	False	0	0
(filmRef)16945	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	43	2	False	False	False		1	False	0	0
(filmRef)16946	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	39	3	False	False	False		1	False	0	0
(filmRef)16947	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	57	3	False	False	False		1	False	0	0
(filmRef)16948	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	22	2	False	False	False		1	False	0	0
(filmRef)16949	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	43	2	False	False	False		1	False	0	0
(filmRef)1695	MAKING TWEED	1955.0	non-fiction; educational	non-fiction; educational	280	5	True	False	True	Made for the SEFA - SFC Joint Production Committee by Edinburgh Branch of the Scottish Educational Film Association	2	True	13	1
(filmRef)16950	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	48	2	False	False	False		1	False	0	0
(filmRef)16951	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	46	2	False	False	False		1	False	0	0
(filmRef)16952	THUIGE SEO		non-fiction	non-fiction	29	3	False	False	False		0	False	0	0
(filmRef)16953	THUIGE SEO		non-fiction	non-fiction	25	3	False	False	False		0	False	0	0
(filmRef)16954	THUIGE SEO		non-fiction	non-fiction	25	3	False	False	False		0	False	0	0
(filmRef)16955	THUIGE SEO		non-fiction	non-fiction	25	3	False	False	False		0	False	0	0
(filmRef)16956	THUIGE SEO		non-fiction	non-fiction	26	3	False	False	False		0	False	0	0
(filmRef)16957	THUIGE SEO		non-fiction	non-fiction	25	3	False	False	False		0	False	0	0
(filmRef)16958	THUIGE SEO		non-fiction	non-fiction	25	3	False	False	False		0	False	0	0
(filmRef)16959	THUIGE SEO		non-fiction	non-fiction	25	3	False	False	False		0	False	0	0
(filmRef)1696	ROYAL SCOTLAND	1946.0	non-fiction; documentary	non-fiction; documentary	364	5	True	False	False		10	True	32	0
(filmRef)16960	THUIGE SEO		non-fiction	non-fiction	26	3	False	False	False		0	False	0	0
(filmRef)16961	THUIGE SEO		non-fiction	non-fiction	25	3	False	False	False		0	False	0	0
(filmRef)16962	NOLLAIG BHON GHÀIDHEALTACHD		non-fiction	non-fiction	57	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16963	BLASAD		non-fiction	non-fiction	43	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16964	BLASAD		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16965	BLASAD		non-fiction	non-fiction	44	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16966	BLASAD		non-fiction	non-fiction	39	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16967	BLASAD		non-fiction	non-fiction	41	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16968	BLASAD		non-fiction	non-fiction	47	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16969	TURAS A' BHRADAIN: Series 2	2010.0	non-fiction; television agriculture	non-fiction; television agriculture	22	3	False	False	False		1	False	0	0
(filmRef)1697	[ARBROATH HISTORICAL PAGEANT 1947]	1947.0	non-fiction; amateur	non-fiction; amateur	50	3	True	False	False		3	True	1	0
(filmRef)16970	TURAS A' BHRADAIN: Series 2	2010.0	non-fiction; television agriculture	non-fiction; television agriculture	25	3	False	False	False		1	False	0	0
(filmRef)16971	TURAS A' BHRADAIN: Series 2	2010.0	non-fiction; television agriculture	non-fiction; television agriculture	25	3	False	False	False		1	False	0	0
(filmRef)16972	TURAS A' BHRADAIN: Series 2	2010.0	non-fiction; television agriculture	non-fiction; television agriculture	25	3	False	False	False		1	False	0	0
(filmRef)16973	TURAS A' BHRADAIN: Series 2	2010.0	non-fiction; television agriculture	non-fiction; television agriculture	25	3	False	False	False		1	False	0	0
(filmRef)16974	TURAS A' BHRADAIN: Series 2	2010.0	non-fiction; television agriculture	non-fiction; television agriculture	25	3	False	False	False		1	False	0	0
(filmRef)16975	UAMH AN ÒIR = CAVE OF GOLD	1995.0	non-fiction; television arts	non-fiction; television arts	259	4	False	False	True	...	1	False	0	0
(filmRef)16976	AONGHAS PÀDRAIG CAIMBEUL: MEAS AIR CHRANNAIBH		non-fiction	non-fiction	249	3	True	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16977	TOM TRACTAR				0	0	False	False	False		0	False	0	0
(filmRef)16978	TOM TRACTAR				0	0	False	False	False		0	False	0	0
(filmRef)16979	TOM TRACTAR				0	0	False	False	False		0	False	0	0
(filmRef)1698	[ARBROATH HIGH SCHOOL SPORTS AND OPENING OF BATHING POOL]	1935.0	non-fiction; amateur	non-fiction; amateur	60	3	True	False	True	Desjardins	0	True	1	0
(filmRef)16980	ALLELUIA!	2010.0	non-fiction; television religion	non-fiction; television religion	50	2	False	False	False		1	False	0	0
(filmRef)16981	EÒRPA: Series 17		non-fiction	non-fiction	68	3	False	False	True	Source - Radio times	0	False	0	0
(filmRef)16982	EÒRPA: Series 17		non-fiction	non-fiction	49	3	False	False	True	Source - Radio times	0	False	0	0
(filmRef)16983	EÒRPA: Series 17		non-fiction	non-fiction	60	3	False	False	True	Source - Radio times	0	False	0	0
(filmRef)16984	EÒRPA: Series 17		non-fiction	non-fiction	40	3	False	False	True	Source - Radio times	0	False	0	0
(filmRef)16985	EÒRPA: Series 17		non-fiction	non-fiction	57	3	False	False	True	Source - Radio times	0	False	0	0
(filmRef)16986	EÒRPA: Series 17		non-fiction	non-fiction	42	3	False	False	True	Source - Radio times	0	False	0	0
(filmRef)16987	EÒRPA: Series 17		non-fiction	non-fiction	58	3	False	False	True	Source - Radio times	0	False	0	0
(filmRef)16988	FRED ‘S A CHARAIDEAN		non-fiction	non-fiction	62	2	False	False	True	Source - BBC Alba	0	False	0	0
(filmRef)16989	MÒD 2009	2009.0	non-fiction; television arts	non-fiction; television arts	12	2	False	False	False		1	False	0	0
(filmRef)1699	SCOTTISH NATIONAL EXHIBITION	1911.0	non-fiction; newsreel	non-fiction; newsreel	279	5	True	False	True	Pathe Freres (2.19) to (2.51)	3	True	8	0
(filmRef)16990	MÒD 2009	2009.0	non-fiction; television arts	non-fiction; television arts	12	2	False	False	False		1	False	0	0
(filmRef)16991	MÒD 2009	2009.0	non-fiction; television arts	non-fiction; television arts	11	2	False	False	False		1	False	0	0
(filmRef)16992	MÒD 2009	2009.0	non-fiction; television arts	non-fiction; television arts	12	2	False	False	False		1	False	0	0
(filmRef)16993	MÒD 2009	2009.0	non-fiction; television arts	non-fiction; television arts	12	2	False	False	False		1	False	0	0
(filmRef)16994	MÒD 2009	2009.0	non-fiction; television arts	non-fiction; television arts	12	2	False	False	False		1	False	0	0
(filmRef)16995	MÒD 2009	2009.0	non-fiction; television arts	non-fiction; television arts	12	2	False	False	False		1	False	0	0
(filmRef)16996	MÒD 2009	2009.0	non-fiction; television arts	non-fiction; television arts	12	2	False	False	False		1	False	0	0
(filmRef)16997	MÒD 2009	2009.0	non-fiction; television arts	non-fiction; television arts	12	2	False	False	False		1	False	0	0
(filmRef)16998	FARPAISEAN CHON-CHAORACH: Series 2	2010.0	non-fiction; television sport	non-fiction; television sport	14	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)16999	FARPAISEAN CHON-CHAORACH: Series 2	2010.0	non-fiction; television sport	non-fiction; television sport	14	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)1700	[CIVIL DEFENCE SCOTTISH]		non-fiction	non-fiction	212	3	True	False	False		0	True	11	0
(filmRef)17000	FARPAISEAN CHON-CHAORACH: Series 2	2010.0	non-fiction; television sport	non-fiction; television sport	14	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)17001	FARPAISEAN CHON-CHAORACH: Series 2	2010.0	non-fiction; television sport	non-fiction; television sport	14	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)17002	FARPAISEAN CHON-CHAORACH: Series 2	2010.0	non-fiction; television sport	non-fiction; television sport	14	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)17003	FARPAISEAN CHON-CHAORACH: Series 2	2010.0	non-fiction; television sport	non-fiction; television sport	16	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)17004	FARPAISEAN CHON-CHAORACH: Series 2	2010.0	non-fiction; television sport	non-fiction; television sport	16	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)17005	FARPAISEAN CHON-CHAORACH: Series 2	2010.0	non-fiction; television sport	non-fiction; television sport	16	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)17006	FARPAISEAN CHON-CHAORACH: Series 2	2010.0	non-fiction; television sport	non-fiction; television sport	16	2	False	False	True	Source - BBC Alba	1	False	0	0
(filmRef)17007	FARPAISEAN CHON-CHAORACH: Series 2	2010.0	non-fiction; television sport	non-fiction; television sport	16	2	False	False	True	Source - BBC Alba	1	False	0	0
